municipality_code,municipality,institutional_coverage,institutional_deficit_available_4,cnes_health_service_deficit,cnes_multidisciplinary_staff_deficit,social_specialized_service_deficit,justice_tjpa_access_deficit,protection_network_validated_category_diversity,protection_network_specialized_non_health_services,institutional_deficit_ratio,equal_modes__equal_roles__score,equal_modes__availability_emphasis__score,equal_modes__proximity_emphasis__score,road_emphasis__equal_roles__score,road_emphasis__availability_emphasis__score,road_emphasis__proximity_emphasis__score,water_emphasis__equal_roles__score,water_emphasis__availability_emphasis__score,water_emphasis__proximity_emphasis__score,air_emphasis__equal_roles__score,air_emphasis__availability_emphasis__score,air_emphasis__proximity_emphasis__score
1505635,Piçarra,3,2,2,1,1,1,0.0,0.0,0.6666666666666666,0.6542346542346541,0.6542346542346542,0.6542346542346541,0.6305361305361306,0.6363636363636364,0.6247086247086246,0.5967365967365967,0.5891608391608391,0.6043123543123543,0.7354312354312353,0.7371794871794871,0.7336829836829836
1505650,Placas,3,2,1,0,0,1,0.0,0.0,0.6666666666666666,0.4755244755244754,0.47008547008547,0.4809634809634809,0.4659090909090909,0.4568764568764568,0.4749417249417249,0.3959790209790209,0.3787878787878788,0.4131701631701631,0.5646853146853147,0.5745920745920746,0.5547785547785548
1505700,Ponta de Pedras,4,1,2,0,0,0,0.0,0.0,0.25,0.533022533022533,0.5537425537425537,0.5123025123025122,0.4408508158508158,0.4526029526029526,0.429098679098679,0.5565268065268065,0.5753690753690753,0.5376845376845376,0.6016899766899767,0.6332556332556332,0.57012432012432
1505809,Portel,3,3,1,0,0,0,0.0,0.0,1.0,0.5034965034965034,0.5371665371665371,0.4698264698264698,0.4134615384615384,0.439005439005439,0.3879176379176379,0.5227272727272727,0.5551670551670551,0.4902874902874903,0.5743006993006993,0.6173271173271173,0.5312742812742812
1505908,Porto de Moz,3,1,1,0,0,0,1.0,0.0,0.3333333333333333,0.4941724941724941,0.5216265216265216,0.4667184667184666,0.3881118881118881,0.4081196581196581,0.368104118104118,0.5183566433566433,0.5452602952602952,0.4914529914529914,0.576048951048951,0.6114996114996114,0.5405982905982906
1506005,Prainha,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.6138306138306138,0.6192696192696192,0.6083916083916083,0.5154428904428904,0.5198135198135198,0.511072261072261,0.641025641025641,0.6404428904428904,0.6416083916083914,0.68502331002331,0.6975524475524475,0.6724941724941724
1506104,Primavera,3,2,2,0,0,0,0.0,0.0,0.6666666666666666,0.4580419580419581,0.4087024087024086,0.5073815073815073,0.5498251748251749,0.5215617715617715,0.578088578088578,0.4265734265734265,0.3618881118881119,0.4912587412587412,0.3977272727272727,0.3426573426573426,0.4527972027972028
1506112,Quatipuru,3,3,3,0,0,1,0.0,0.0,1.0,0.43006993006993,0.3929033929033929,0.4672364672364671,0.4763986013986013,0.4491064491064491,0.5036907536907537,0.4484265734265734,0.4063714063714064,0.4904817404817404,0.3653846153846153,0.3232323232323232,0.4075369075369075
1506138,Redenção,3,1,1,0,0,1,2.0,1.0,0.3333333333333333,0.5648795648795648,0.5537425537425537,0.576016576016576,0.5801282051282051,0.5691530691530691,0.5911033411033411,0.4627039627039627,0.4413364413364413,0.484071484071484,0.6518065268065268,0.6507381507381507,0.6528749028749028
1506161,Rio Maria,3,1,1,0,0,0,1.0,1.0,0.3333333333333333,0.6091686091686092,0.5964775964775964,0.6218596218596217,0.6185897435897436,0.6146076146076146,0.6225718725718725,0.5055361305361306,0.4797979797979798,0.5312742812742812,0.7033799533799534,0.6950271950271949,0.7117327117327117
1506187,Rondon do Pará,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.4203574203574203,0.4465164465164465,0.3941983941983941,0.4262820512820512,0.4502719502719502,0.4022921522921522,0.3665501165501165,0.3690753690753691,0.364024864024864,0.4682400932400932,0.5202020202020202,0.4162781662781663
1506195,Rurópolis,3,3,1,0,0,1,1.0,0.0,1.0,0.5928515928515928,0.576016576016576,0.6096866096866096,0.5233100233100233,0.508935508935509,0.5376845376845376,0.5675990675990676,0.5417637917637917,0.5934343434343434,0.6876456876456877,0.6773504273504274,0.6979409479409479
1506203,Salinópolis,3,2,1,0,0,1,0.0,0.0,0.6666666666666666,0.7622377622377622,0.7588707588707588,0.7656047656047655,0.7762237762237763,0.7824397824397824,0.77000777000777,0.6888111888111887,0.675019425019425,0.7026029526029526,0.8216783216783217,0.8191530691530691,0.8242035742035743
1506302,Salvaterra,3,1,2,0,0,0,0.0,0.0,0.3333333333333333,0.5485625485625486,0.4941724941724941,0.6029526029526029,0.5652680652680653,0.513986013986014,0.6165501165501165,0.571969696969697,0.5332167832167832,0.6107226107226107,0.5084498834498835,0.4353146853146853,0.5815850815850816
1506351,Santa Bárbara do Pará,4,3,1,0,0,1,0.0,0.0,0.75,0.7606837606837606,0.7290857290857291,0.7922817922817922,0.7724358974358975,0.7367909867909868,0.8080808080808081,0.6908508158508159,0.6548174048174048,0.7268842268842268,0.8187645687645688,0.7956487956487956,0.8418803418803418
1506401,Santa Cruz do Arari,4,4,3,1,1,0,0.0,0.0,1.0,0.0864413364413364,0.0603470603470603,0.1125356125356125,0.0783799533799534,0.0563325563325563,0.1004273504273504,0.0986305361305361,0.0677933177933178,0.1294677544677545,0.0823135198135198,0.0569153069153069,0.1077117327117327
1506500,Santa Izabel do Pará,3,2,0,0,0,0,0.0,0.0,0.6666666666666666,0.6989121989121989,0.7011137011137011,0.6967106967106966,0.706002331002331,0.7123154623154623,0.6996891996891996,0.6480186480186481,0.6361693861693862,0.6598679098679099,0.7427156177156178,0.7548562548562548,0.7305749805749805
1506559,Santa Luzia do Pará,4,2,2,0,0,0,0.0,0.0,0.5,0.5396270396270396,0.5322455322455322,0.5470085470085471,0.513986013986014,0.518065268065268,0.5099067599067599,0.4737762237762238,0.4452214452214452,0.5023310023310024,0.6311188811188811,0.6334498834498834,0.6287878787878788
1506583,Santa Maria das Barreiras,3,3,1,0,1,1,0.0,0.0,1.0,0.6705516705516705,0.6803936803936803,0.6607096607096606,0.6322843822843823,0.6326728826728827,0.6318958818958819,0.6325757575757576,0.6522921522921523,0.6128593628593628,0.7467948717948718,0.7562160062160062,0.7373737373737373
1506609,Santa Maria do Pará,4,3,1,0,0,0,0.0,0.0,0.75,0.4704739704739704,0.423983423983424,0.516964516964517,0.5844988344988346,0.5551670551670551,0.6138306138306138,0.4321095571095571,0.3708236208236208,0.4933954933954934,0.3948135198135198,0.3459595959595959,0.4436674436674436
1506708,Santana do Araguaia,4,3,1,0,0,0,1.0,0.0,0.75,0.5644910644910646,0.571095571095571,0.5578865578865577,0.5238927738927739,0.5303030303030303,0.5174825174825175,0.5154428904428905,0.5174825174825175,0.5134032634032634,0.6541375291375291,0.6655011655011654,0.6427738927738927
1506807,Santarém,3,0,0,0,0,1,4.0,4.0,0.0,0.4409479409479409,0.5133385133385133,0.3685573685573685,0.3875291375291375,0.4485236985236985,0.3265345765345765,0.4656177156177156,0.5304972804972805,0.4007381507381506,0.4696969696969697,0.560994560994561,0.3783993783993783
1506906,Santarém Novo,3,3,2,0,0,1,0.0,0.0,1.0,0.5687645687645687,0.5164465164465164,0.621082621082621,0.6494755244755246,0.611111111111111,0.6878399378399379,0.5506993006993007,0.4978632478632478,0.6035353535353535,0.5061188811188811,0.4403651903651903,0.5718725718725719
1507003,Santo Antônio do Tauá,3,3,1,0,0,1,0.0,0.0,1.0,0.6041181041181041,0.5330225330225329,0.6752136752136751,0.6812354312354313,0.6217948717948717,0.7406759906759905,0.5713869463869464,0.5064102564102564,0.6363636363636362,0.5597319347319347,0.4708624708624708,0.6486013986013985
1507102,São Caetano de Odivelas,3,3,2,1,0,0,0.0,0.0,1.0,0.4786324786324785,0.4138824138824138,0.5433825433825433,0.5862470862470862,0.533022533022533,0.6394716394716394,0.4277389277389277,0.3562548562548562,0.4992229992229992,0.4219114219114219,0.3523698523698523,0.4914529914529915
1507151,São Domingos do Araguaia,4,3,1,0,0,0,0.0,0.0,0.75,0.3135198135198135,0.2525252525252525,0.3745143745143744,0.3356643356643357,0.289044289044289,0.3822843822843823,0.3164335664335664,0.2435897435897435,0.3892773892773892,0.2884615384615384,0.2249417249417249,0.3519813519813519
1507201,São Domingos do Capim,4,1,1,0,0,0,0.0,0.0,0.25,0.5073815073815073,0.5086765086765086,0.506086506086506,0.5396270396270397,0.5598290598290598,0.5194250194250194,0.5626456876456877,0.5584693084693084,0.5668220668220667,0.4198717948717948,0.4077311577311577,0.432012432012432
1507300,São Félix do Xingu,3,1,0,0,0,1,1.0,1.0,0.3333333333333333,0.4149184149184149,0.4472934472934472,0.3825433825433825,0.3601398601398601,0.3850038850038849,0.3352758352758352,0.3618881118881119,0.397047397047397,0.3267288267288267,0.5227272727272727,0.5598290598290598,0.4856254856254856
1507409,São Francisco do Pará,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.506993006993007,0.4491064491064491,0.5648795648795648,0.618006993006993,0.5786713286713288,0.6573426573426573,0.4449300699300699,0.3799533799533799,0.5099067599067599,0.458041958041958,0.3886946386946386,0.5273892773892774
1507458,São Geraldo do Araguaia,4,3,1,0,0,0,0.0,0.0,0.75,0.3547008547008546,0.3364413364413364,0.3729603729603729,0.3709207459207459,0.3694638694638694,0.3723776223776223,0.3817016317016317,0.3572261072261072,0.4061771561771561,0.3114801864801865,0.2826340326340326,0.3403263403263403
1507466,São João da Ponta,3,2,3,0,0,1,0.0,0.0,0.6666666666666666,0.3667443667443668,0.3245273245273245,0.408961408961409,0.4341491841491842,0.4094794094794095,0.4588189588189588,0.3464452214452215,0.290986790986791,0.4019036519036519,0.3196386946386946,0.2731157731157731,0.3661616161616161
1507474,São João de Pirabas,3,3,1,0,0,1,0.0,0.0,1.0,0.4867909867909867,0.4092204092204091,0.5643615643615643,0.5591491841491841,0.4998057498057497,0.6184926184926184,0.4356060606060606,0.3539238539238539,0.5172882672882673,0.4656177156177156,0.3739316239316239,0.5573038073038072
1507508,São João do Araguaia,4,4,1,0,0,0,0.0,0.0,1.0,0.6017871017871017,0.6221186221186221,0.5814555814555813,0.5265151515151515,0.5435120435120435,0.5095182595182595,0.6334498834498834,0.6435508935508936,0.6233488733488732,0.6453962703962703,0.6792929292929293,0.6114996114996114
1507607,São Miguel do Guamá,4,2,0,0,0,0,0.0,0.0,0.5,0.5874125874125874,0.5698005698005697,0.605024605024605,0.6774475524475525,0.6633644133644133,0.6915306915306915,0.6206293706293707,0.6029526029526029,0.6383061383061382,0.4641608391608391,0.443084693084693,0.4852369852369852
1507706,São Sebastião da Boa Vista,2,0,1,0,0,0,0.0,0.0,0.0,0.2057109557109557,0.2139342139342139,0.1974876974876974,0.1687062937062937,0.1721056721056721,0.1653069153069153,0.2923951048951049,0.308080808080808,0.2767094017094016,0.1560314685314685,0.1616161616161616,0.1504467754467754
1507755,Sapucaia,4,2,2,0,1,1,0.0,0.0,0.5,0.6204351204351204,0.6024346024346023,0.6384356384356383,0.6471445221445221,0.6313131313131313,0.662975912975913,0.5198135198135199,0.4881507381507381,0.5514763014763014,0.6943473193473193,0.6878399378399378,0.7008547008547008
1507805,Senador José Porfírio,3,2,1,1,1,1,0.0,0.0,0.6666666666666666,0.3733488733488733,0.4465164465164464,0.3001813001813002,0.3027389277389277,0.3593628593628593,0.2461149961149961,0.4035547785547785,0.4728049728049728,0.3343045843045842,0.4137529137529138,0.5073815073815073,0.3201243201243201
1507904,Soure,4,0,2,0,0,0,1.0,1.0,0.0,0.5066045066045066,0.5337995337995337,0.4794094794094793,0.4131701631701632,0.4306526806526806,0.3956876456876457,0.5160256410256411,0.5466200466200466,0.4854312354312354,0.5906177156177157,0.6241258741258741,0.5571095571095571
1507953,Tailândia,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.5271950271950271,0.5099715099715099,0.5444185444185443,0.523018648018648,0.5031080031080031,0.5429292929292928,0.442016317016317,0.4135586635586635,0.4704739704739704,0.6165501165501165,0.6132478632478632,0.6198523698523698
1507961,Terra Alta,3,3,3,0,1,1,0.0,0.0,1.0,0.4658119658119658,0.42009842009842,0.5115255115255114,0.5783799533799533,0.5499222999222999,0.6068376068376068,0.4111305361305361,0.3562548562548562,0.4660062160062159,0.4079254079254079,0.354118104118104,0.4617327117327117
1507979,Terra Santa,3,2,2,0,0,0,0.0,0.0,0.6666666666666666,0.635975135975136,0.6324786324786325,0.6394716394716393,0.5827505827505828,0.5623543123543122,0.6031468531468531,0.6287878787878788,0.631118881118881,0.6264568764568764,0.6963869463869463,0.7039627039627039,0.6888111888111887
1508001,Tomé-Açu,3,3,0,0,0,1,0.0,0.0,1.0,0.508158508158508,0.5213675213675213,0.4949494949494949,0.5008741258741258,0.5244755244755245,0.4772727272727272,0.4326923076923077,0.4254079254079254,0.4399766899766899,0.5909090909090909,0.6142191142191142,0.5675990675990675
1508035,Tracuateua,4,1,1,0,0,1,0.0,0.0,0.25,0.4545454545454545,0.3799533799533799,0.5291375291375291,0.5524475524475525,0.4836829836829837,0.6212121212121212,0.4213286713286713,0.3385780885780886,0.504079254079254,0.3898601398601399,0.3175990675990675,0.462121212121212
1508050,Trairão,3,3,2,0,1,1,0.0,0.0,1.0,0.4483294483294482,0.4804454804454804,0.4162134162134161,0.4289044289044288,0.4471639471639471,0.4106449106449106,0.4504662004662004,0.4642579642579642,0.4366744366744367,0.4656177156177156,0.5299145299145299,0.4013209013209013
1508084,Tucumã,4,2,0,0,0,0,0.0,0.0,0.5,0.3737373737373737,0.3416213416213416,0.4058534058534058,0.4752331002331003,0.4555167055167055,0.4949494949494949,0.3044871794871795,0.2723387723387723,0.3366355866355867,0.3414918414918415,0.2970085470085469,0.3859751359751359
1508100,Tucuruí,3,1,0,0,0,1,2.0,2.0,0.3333333333333333,0.6344211344211343,0.646982646982647,0.6218596218596217,0.5553613053613053,0.5674048174048174,0.5433177933177933,0.6378205128205128,0.6487956487956488,0.6268453768453768,0.7100815850815851,0.7247474747474747,0.6954156954156954
1508126,Ulianópolis,3,2,1,0,0,1,0.0,0.0,0.6666666666666666,0.543123543123543,0.5540015540015539,0.5322455322455322,0.5393356643356643,0.5641025641025641,0.5145687645687645,0.4414335664335664,0.4382284382284381,0.4446386946386946,0.6486013986013985,0.6596736596736597,0.6375291375291375
1508159,Uruará,4,3,0,0,0,0,0.0,0.0,0.75,0.2365967365967365,0.1989121989121989,0.2742812742812742,0.3243006993006992,0.2779720279720279,0.3706293706293706,0.1984265734265734,0.1631701631701631,0.2336829836829836,0.187062937062937,0.1555944055944055,0.2185314685314685
1508209,Vigia,3,2,1,0,0,0,0.0,0.0,0.6666666666666666,0.5174825174825174,0.4529914529914529,0.5819735819735818,0.6118881118881118,0.5699300699300699,0.6538461538461539,0.4606643356643356,0.388111888111888,0.5332167832167832,0.4798951048951049,0.4009324009324009,0.5588578088578089
1508308,Viseu,3,3,0,0,0,0,1.0,0.0,1.0,0.601010101010101,0.6449106449106448,0.557109557109557,0.5827505827505828,0.6159673659673659,0.5495337995337994,0.5981934731934732,0.6375291375291374,0.5588578088578089,0.6220862470862472,0.6812354312354312,0.5629370629370629
1508357,Vitória do Xingu,4,2,0,0,0,1,0.0,0.0,0.5,0.5112665112665112,0.5024605024605024,0.52007252007252,0.4734848484848485,0.4747474747474747,0.4722222222222222,0.620920745920746,0.6184926184926184,0.6233488733488733,0.4393939393939394,0.4141414141414141,0.4646464646464646
1508407,Xinguara,3,1,0,0,0,0,2.0,1.0,0.3333333333333333,0.6379176379176379,0.6519036519036518,0.6239316239316237,0.6235431235431235,0.6445221445221445,0.6025641025641024,0.5792540792540792,0.5839160839160839,0.5745920745920745,0.710955710955711,0.7272727272727273,0.6946386946386945
