municipality_code,municipality,protection_network_seat_latitude,protection_network_seat_longitude,protection_network_seat_geocoding_confidence,protection_network_nearest_any_public_km,protection_network_nearest_any_public_service_id,protection_network_nearest_specialized_non_health_km,protection_network_nearest_specialized_non_health_service_id,protection_network_nearest_specialized_police_km,protection_network_nearest_specialized_police_service_id,protection_network_nearest_justice_km,protection_network_nearest_justice_service_id,protection_network_nearest_shelter_km,protection_network_nearest_shelter_service_id,protection_network_nearest_reference_center_km,protection_network_nearest_reference_center_service_id,protection_network_nearest_health_km,protection_network_nearest_health_service_id
1507409,São Francisco do Pará,-1.1693995,-47.7972589,high,67.20777523861422,L180-PA-007,67.20777523861422,L180-PA-007,,,782.1747533165097,L180-PA-091,,,67.20777523861422,L180-PA-007,78.69169266597318,L180-PA-034
1507458,São Geraldo do Araguaia,-6.3927847,-48.5630137,high,520.5124330369198,L180-PA-001,561.4345182081803,L180-PA-007,,,812.872412487775,L180-PA-091,,,561.4345182081803,L180-PA-007,520.5124330369198,L180-PA-001
1507466,São João da Ponta,-0.8526516,-47.9224095,high,74.54054097033826,L180-PA-007,74.54054097033826,L180-PA-007,,,775.7166890377181,L180-PA-091,,,74.54054097033826,L180-PA-007,87.12647843916798,L180-PA-034
1507474,São João de Pirabas,-0.7733182,-47.1771012,high,147.6823753902292,L180-PA-007,147.6823753902292,L180-PA-007,,,858.4843485770243,L180-PA-091,,,147.6823753902292,L180-PA-007,159.72028489382032,L180-PA-034
1507508,São João do Araguaia,-5.3617017,-48.7911109,high,404.7636676433457,L180-PA-001,448.7776355404241,L180-PA-007,,,734.5028991120653,L180-PA-091,,,448.7776355404241,L180-PA-007,404.7636676433457,L180-PA-001
1507607,São Miguel do Guamá,-1.6116804,-47.4757551,high,104.20381637356185,L180-PA-007,104.20381637356185,L180-PA-007,,,810.315037111305,L180-PA-091,,,104.20381637356185,L180-PA-007,111.03954974669763,L180-PA-034
1507706,São Sebastião da Boa Vista,-1.7182884,-49.5319955,high,71.78227361314464,L180-PA-001,105.6582766947843,L180-PA-046,,,582.063121781758,L180-PA-091,,,105.6582766947843,L180-PA-046,71.78227361314464,L180-PA-001
1507755,Sapucaia,-6.9411006,-49.6991328,high,501.65961228326563,L180-PA-004,592.0669450738068,L180-PA-046,,,749.614888824604,L180-PA-091,,,592.0669450738068,L180-PA-046,501.65961228326563,L180-PA-004
1507805,Senador José Porfírio,-2.5935424,-51.948209,high,71.71323435002066,L180-PA-004,192.38996521639766,L180-PA-046,,,308.7240344433082,L180-PA-091,,,192.38996521639766,L180-PA-046,71.71323435002066,L180-PA-004
1507904,Soure,-0.7275759,-48.5189785,high,70.72897922282873,L180-PA-007,70.72897922282873,L180-PA-007,,,714.834986258632,L180-PA-091,,,70.72897922282873,L180-PA-007,77.90204379796822,L180-PA-034
1507953,Tailândia,-2.936096,-48.9523366,high,135.11093531606738,L180-PA-001,187.96330606630315,L180-PA-007,,,643.3879944031258,L180-PA-091,,,187.96330606630315,L180-PA-007,135.11093531606738,L180-PA-001
1507961,Terra Alta,-1.0397924,-47.9091595,high,62.057010282944155,L180-PA-007,62.057010282944155,L180-PA-007,,,772.7065427890566,L180-PA-091,,,62.057010282944155,L180-PA-007,74.50122460023589,L180-PA-034
1507979,Terra Santa,-2.104435,-56.487653,high,199.36814664957285,L180-PA-091,199.36814664957285,L180-PA-091,,,199.36814664957285,L180-PA-091,,,669.1946281737569,L180-PA-046,242.03183236753412,L180-PA-059
1508001,Tomé-Açu,-2.4166306,-48.1522907,high,111.134381347736,L180-PA-031,121.46880622971439,L180-PA-007,,,729.8839602682283,L180-PA-091,,,121.46880622971439,L180-PA-007,111.134381347736,L180-PA-031
1508035,Tracuateua,-1.0765338,-46.9030822,high,166.38590971905404,L180-PA-007,166.38590971905404,L180-PA-007,,,881.8506862311744,L180-PA-091,,,166.38590971905404,L180-PA-007,177.0689604297815,L180-PA-034
1508050,Trairão,-4.7003676,-55.9969829,high,47.03865271438666,L180-PA-062,289.90470017299236,L180-PA-091,,,289.90470017299236,L180-PA-091,,,698.6518045226593,L180-PA-046,47.03865271438666,L180-PA-062
1508084,Tucumã,-6.8126923,-51.4133146,high,412.93798306351323,L180-PA-004,580.6617233328744,L180-PA-046,,,610.3220784084712,L180-PA-091,,,580.6617233328744,L180-PA-046,412.93798306351323,L180-PA-004
1508100,Tucuruí,-3.766334,-49.6663654,high,243.18988721915102,L180-PA-001,249.65832496889143,L180-PA-046,,,580.8297283446618,L180-PA-091,,,249.65832496889143,L180-PA-046,243.18988721915102,L180-PA-001
1508126,Ulianópolis,-3.7575266,-47.5009377,high,273.6013997952355,L180-PA-001,285.0654240030079,L180-PA-007,,,815.3573635606698,L180-PA-091,,,285.0654240030079,L180-PA-007,273.6013997952355,L180-PA-001
1508159,Uruará,-3.7185381,-53.738549,high,136.6122058146409,L180-PA-087,180.62454104993932,L180-PA-091,,,180.62454104993932,L180-PA-091,,,427.2485649294344,L180-PA-046,136.6122058146409,L180-PA-087
1508209,Vigia,-0.8546027,-48.1432873,high,60.53031422454785,L180-PA-007,60.53031422454785,L180-PA-007,,,751.7681115973803,L180-PA-091,,,60.53031422454785,L180-PA-007,72.43385150759123,L180-PA-034
1508308,Viseu,-1.204892,-46.1392244,high,249.05710676685703,L180-PA-007,249.05710676685703,L180-PA-007,,,963.4766225579001,L180-PA-091,,,249.05710676685703,L180-PA-007,258.8414874244357,L180-PA-034
1508357,Vitória do Xingu,-2.8833063,-52.0114889,high,39.91171111438326,L180-PA-004,216.74054054794544,L180-PA-046,,,305.3757925248567,L180-PA-091,,,216.74054054794544,L180-PA-046,39.91171111438326,L180-PA-004
1508407,Xinguara,-7.0998514,-49.9416632,high,502.49931296207114,L180-PA-004,606.2927878520981,L180-PA-046,,,742.0934545780617,L180-PA-091,,,606.2927878520981,L180-PA-046,502.49931296207114,L180-PA-004
