municipality_code,municipality,women_policy_body_exists_raw,women_policy_body_exists,specialized_women_police_station_raw,specialized_women_police_station,programs_actions_for_women_raw,human_rights_protection_women_raw,programs_actions_for_women,human_rights_protection_women,campaigns_against_violence_women,campaigns_indicator_status,institutional_score_available_4,institutional_coverage,population_2023,police_all_female_records,police_violencia_domestica_lesao,police_lesao_corporal,police_violencia_sexual,police_estupro,police_estupro_vulneravel,police_homicidio_mulher,police_feminicidio,police_tentativa_feminicidio,police_feminicidio_any,police_police_years_observed,rate_all_female_records_per_100k_population_2022_2025,rate_violencia_domestica_lesao_per_100k_population_2022_2025,rate_lesao_corporal_per_100k_population_2022_2025,rate_violencia_sexual_per_100k_population_2022_2025,rate_estupro_per_100k_population_2022_2025,rate_estupro_vulneravel_per_100k_population_2022_2025,rate_homicidio_mulher_per_100k_population_2022_2025,rate_feminicidio_any_per_100k_population_2022_2025,institutional_deficit_available_4,cnes_active_establishments,cnes_ubs,cnes_hospitals,cnes_caps,cnes_emergency_units,cnes_obstetric_centers,cnes_health_service_deficit,cnes_active_establishments_per_100k_population,cnes_ubs_per_100k_population,cnes_hospitals_per_100k_population,cnes_caps_per_100k_population,cnes_emergency_units_per_100k_population,cnes_obstetric_centers_per_100k_population
1503077,Garrafão do Norte,Sim,1,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,2,3,24703,359,102,133,66,6,60,6,3,0,3,4,1453.2647856535643,412.9053151439096,538.3961462170587,267.1740274460592,24.288547949641742,242.88547949641747,24.288547949641742,12.144273974820871,1,30,0,0,0,0,0,4,121.44273974820874,0.0,0.0,0.0,0.0,0.0
1503093,Goianésia do Pará,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,26362,479,99,149,86,8,78,4,0,0,0,4,1817.0093316136863,375.54055079280784,565.2074956376603,326.2271451331462,30.34671117517639,295.8804339579698,15.173355587588196,0.0,2,47,0,0,0,0,0,4,178.2869281541613,0.0,0.0,0.0,0.0,0.0
1503101,Gurupá,Sim,1,Não,0.0,Sim,Sim,1.0,1.0,,not_available_in_munic_2023_questionnaire,3,4,31786,438,101,174,46,6,40,0,0,0,0,4,1377.965141886365,317.74995280941295,547.4108097904739,144.7178002894356,18.87623482036117,125.84156546907442,0.0,0.0,1,41,0,0,0,0,0,4,128.9876046058013,0.0,0.0,0.0,0.0,0.0
1503200,Igarapé-Açu,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,35797,891,165,266,74,15,59,0,0,0,0,4,2489.0353940274326,460.9324803754504,743.079028968908,206.72123362292928,41.90295276140459,164.8182808615247,0.0,0.0,3,52,0,0,0,0,0,4,145.26356957286924,0.0,0.0,0.0,0.0,0.0
1503309,Igarapé-Miri,Sim,1,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,1,3,64831,1074,239,319,109,21,88,3,0,0,0,4,1656.6148910243558,368.65079977171416,492.0485570174762,168.1294442473508,32.39191127701254,135.73753297033826,4.627415896716077,0.0,2,44,0,0,0,0,0,4,67.86876648516913,0.0,0.0,0.0,0.0,0.0
1503408,Inhangapi,Sim,1,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,1,3,10325,221,40,78,47,6,41,0,0,0,0,4,2140.4358353510897,387.409200968523,755.4479418886199,455.2058111380145,58.11138014527845,397.094430992736,0.0,0.0,2,24,0,0,0,0,0,4,232.4455205811138,0.0,0.0,0.0,0.0,0.0
1503457,Ipixuna do Pará,Não,0,Não,0.0,Sim,Sim,1.0,1.0,,not_available_in_munic_2023_questionnaire,2,4,30329,723,189,273,78,12,66,3,1,0,1,4,2383.8570345214152,623.1659467836065,900.1285897985426,257.1795970852979,39.56609185927661,217.6135052260213,9.891522964819153,3.297174321606384,2,62,0,0,0,0,0,4,204.42480793959575,0.0,0.0,0.0,0.0,0.0
1503507,Irituia,Não,0,Não,0.0,Sim,Sim,1.0,1.0,,not_available_in_munic_2023_questionnaire,2,4,30955,399,83,118,53,13,40,4,1,0,1,4,1288.9678565659829,268.1311581327734,381.1985139718946,171.21628169924082,41.99644645453077,129.21983524471003,12.921983524471006,3.2304958811177515,2,29,0,0,0,0,0,4,93.6843805524148,0.0,0.0,0.0,0.0,0.0
1503606,Itaituba,Sim,1,Sim,1.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,3,3,123314,4279,874,1231,390,78,312,13,2,0,2,4,3470.003405939309,708.759751528618,998.2645928280648,316.2657930162025,63.25315860324051,253.01263441296203,10.542193100540084,1.6218758616215514,0,117,0,0,0,0,0,4,94.87973790486076,0.0,0.0,0.0,0.0,0.0
1503705,Itupiranga,Sim,1,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,2,3,49754,889,221,302,87,13,74,3,0,0,0,4,1786.7910117779477,444.18539212927607,606.9863729549382,174.86031273867428,26.12855247819271,148.73176026048156,6.029665956506009,0.0,1,44,0,0,0,0,0,4,88.43510069542148,0.0,0.0,0.0,0.0,0.0
1503754,Jacareacanga,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,24042,329,88,129,41,7,34,3,0,0,0,4,1368.438565843108,366.02612095499546,536.5610182181183,170.53489726312287,29.11571416687464,141.41918309624825,12.478163214374844,0.0,2,47,0,0,0,0,0,4,195.49122369187256,0.0,0.0,0.0,0.0,0.0
1503804,Jacundá,Sim,1,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,2,3,37707,847,212,288,99,10,89,7,3,0,3,4,2246.2672713289307,562.229824700984,763.7839128013366,262.55072002545944,26.52027475004641,236.03044527541303,18.56419232503249,7.956082425013923,1,83,0,0,0,0,0,4,220.11828042538522,0.0,0.0,0.0,0.0,0.0
1503903,Juruti,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,50881,1659,317,479,143,26,117,3,0,0,0,4,3260.549124427586,623.0223462589179,941.412315009532,281.0479353786285,51.0996246142961,229.9483107643325,5.896110532418781,0.0,2,58,0,0,0,0,0,4,113.99147029342977,0.0,0.0,0.0,0.0,0.0
1504000,Limoeiro do Ajuru,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,29569,397,91,155,58,8,50,0,0,0,0,4,1342.6223409652,307.7547431431567,524.1976394196624,196.1513747505834,27.055362034563228,169.09601271602014,0.0,0.0,2,29,0,0,0,0,0,4,98.0756873752917,0.0,0.0,0.0,0.0,0.0
1504059,Mãe do Rio,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,34353,545,97,130,82,9,73,10,1,0,1,4,1586.4698861817017,282.3625302011469,378.4240095479289,238.69822140715516,26.198585276395075,212.49963613076008,29.10953919599453,2.9109539195994527,2,44,0,0,0,0,0,4,128.08197246237592,0.0,0.0,0.0,0.0,0.0
1504109,Magalhães Barata,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,8115,144,31,48,24,1,23,0,0,0,0,4,1774.49168207024,382.0086260012323,591.4972273567467,295.7486136783734,12.322858903265557,283.4257547751078,0.0,0.0,2,18,0,0,0,0,0,4,221.81146025878002,0.0,0.0,0.0,0.0,0.0
1504208,Marabá,Sim,1,Sim,1.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,3,3,266533,8314,1533,2154,523,106,417,33,8,0,8,4,3119.313555919905,575.163300604428,808.1550877377285,196.223356957675,39.76993467975823,156.4534222779168,12.381206079547374,3.001504504132696,0,492,0,0,0,0,0,4,184.59252700416084,0.0,0.0,0.0,0.0,0.0
1504307,Maracanã,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,25971,554,115,189,75,13,62,3,1,0,1,4,2133.148511801625,442.80158638481385,727.7347811019984,288.78364329444383,50.05583150437026,238.72781179007356,11.551345731777753,3.850448577259251,2,31,0,0,0,0,0,4,119.36390589503677,0.0,0.0,0.0,0.0,0.0
1504406,Marapanim,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,26573,826,105,180,74,13,61,3,1,0,1,4,3108.418319346705,395.1379219508524,677.3792947728898,278.4781545177436,48.92183795581982,229.55631656192372,11.289654912881495,3.763218304293832,2,37,0,0,0,0,0,4,139.2390772588718,0.0,0.0,0.0,0.0,0.0
1504422,Marituba,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,111785,4431,542,786,194,38,156,9,2,0,2,4,3963.85919398846,484.8593281746209,703.135483293823,173.54743480789014,33.99382743659704,139.5536073712931,8.05116965603614,1.7891488124524757,2,79,0,0,0,0,0,4,70.67137809187278,0.0,0.0,0.0,0.0,0.0
1504455,Medicilândia,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,27094,427,111,162,90,9,81,7,2,0,2,4,1575.9946851701484,409.684801062966,597.9183583081125,332.17686572672915,33.21768657267292,298.95917915405624,25.83597844541227,7.381708127260649,2,30,0,0,0,0,0,4,110.72562190890972,0.0,0.0,0.0,0.0,0.0
1504505,Melgaço,Sim,1,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,2,3,27881,497,109,204,41,9,32,2,0,0,0,4,1782.5759477780568,390.94724005595214,731.6810731322406,147.0535490118719,32.28004734406944,114.77350166780244,7.173343854237652,0.0,1,17,0,0,0,0,0,4,60.973422761020046,0.0,0.0,0.0,0.0,0.0
1504604,Mocajuba,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,27198,748,152,282,50,8,42,2,0,0,0,4,2750.202220751526,558.8646223987058,1036.8409441870726,183.83704684167952,29.413927494668727,154.4231193470108,7.353481873667182,0.0,2,24,0,0,0,0,0,4,88.24178248400618,0.0,0.0,0.0,0.0,0.0
1504703,Moju,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,84094,1536,312,432,251,32,219,4,2,0,2,4,1826.5274573691345,371.0133897781054,513.7108473850691,298.4755154945656,38.05265536185696,260.42286013270865,4.7565819202321205,2.37829096011606,2,43,0,0,0,0,0,4,51.13325564249531,0.0,0.0,0.0,0.0,0.0
1504752,Mojuí dos Campos,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,23501,191,54,72,43,6,37,2,0,0,0,4,812.7313731330581,229.7774562784562,306.3699417046083,182.97093740691884,25.53082847538403,157.44010893153484,8.510276158461343,0.0,3,25,0,0,0,0,0,4,106.37845198076677,0.0,0.0,0.0,0.0,0.0
1504802,Monte Alegre,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,60012,994,261,357,121,20,101,0,0,0,0,4,1656.3353995867492,434.91301739652073,594.8810237952409,201.626341398387,33.32666799973339,168.2996733986536,0.0,0.0,3,74,0,0,0,0,0,4,123.30867159901352,0.0,0.0,0.0,0.0,0.0
1504901,Muaná,Não,0,Não,0.0,Não informou,Não informou,,,,not_available_in_munic_2023_questionnaire,0,2,45368,1000,242,385,128,27,101,1,0,0,0,4,2204.196790689473,533.4156233468524,848.6157644154471,282.1371892082525,59.51331334861577,222.62387585963677,2.2041967906894726,0.0,2,26,0,0,0,0,0,4,57.309116557926295,0.0,0.0,0.0,0.0,0.0
1504950,Nova Esperança do Piriá,Sim,1,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,2,3,20478,274,75,95,60,10,50,1,0,0,0,4,1338.021291141713,366.246703779666,463.91249145424354,292.9973630237328,48.8328938372888,244.164469186444,4.88328938372888,0.0,1,24,0,0,0,0,0,4,117.19894520949312,0.0,0.0,0.0,0.0,0.0
1504976,Nova Ipixuna,Sim,1,Não,0.0,Sim,Sim,1.0,1.0,,not_available_in_munic_2023_questionnaire,3,4,13955,216,49,75,42,7,35,2,0,0,0,4,1547.832318165532,351.1286277319957,537.4417771408098,300.96739519885347,50.16123253314224,250.80616266571124,14.331780723754928,0.0,1,19,0,0,0,0,0,4,136.15191687567182,0.0,0.0,0.0,0.0,0.0
1505007,Nova Timboteua,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,12806,180,50,72,23,3,20,1,0,0,0,4,1405.591129158207,390.4419803217242,562.2364516632828,179.60331094799312,23.426518819303453,156.17679212868967,7.808839606434484,0.0,3,21,0,0,0,0,0,4,163.98563173512414,0.0,0.0,0.0,0.0,0.0
1505031,Novo Progresso,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,33638,993,275,379,121,21,100,7,0,2,0,4,2952.0185504488973,817.5277959450622,1126.70194422974,359.71223021582733,62.42939532671384,297.2828348891135,20.809798442237945,0.0,3,71,0,0,0,0,0,4,211.0708127712706,0.0,0.0,0.0,0.0,0.0
1505064,Novo Repartimento,Não,0,Não,0.0,Sim,Não,1.0,0.0,,not_available_in_munic_2023_questionnaire,1,4,60732,762,202,265,131,10,121,12,4,0,4,4,1254.692748468682,332.60883883290523,436.3432786669301,215.70177171836923,16.465784100638874,199.23598761773036,19.758940920766648,6.586313640255549,3,77,0,0,0,0,0,4,126.78653757491932,0.0,0.0,0.0,0.0,0.0
1505106,Óbidos,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,52229,917,161,274,93,19,74,4,1,0,1,4,1755.729575523177,308.25786440483256,524.6127630243734,178.06199620900264,36.3782572900113,141.68373891899137,7.6585804821076415,1.9146451205269104,3,69,0,0,0,0,0,4,132.11051331635682,0.0,0.0,0.0,0.0,0.0
1505205,Oeiras do Pará,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,33844,1240,234,383,126,18,108,3,2,0,2,4,3663.869518969389,691.4076350313202,1131.6629240042548,372.2964188630186,53.18520269471694,319.1112161683016,8.864200449119489,5.90946696607966,2,34,0,0,0,0,0,4,100.46093842335422,0.0,0.0,0.0,0.0,0.0
1505304,Oriximiná,Sim,1,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,1,3,68294,2006,300,474,137,23,114,5,1,0,1,4,2937.3004949190267,439.277242510323,694.0580431663104,200.6032740797142,33.67792192579143,166.92535215392274,7.32128737517205,1.4642574750344102,2,73,0,0,0,0,0,4,106.89079567751195,0.0,0.0,0.0,0.0,0.0
1505403,Ourém,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,17855,294,68,110,34,7,27,1,0,0,0,4,1646.5975917110052,380.8457014841781,616.0739288714647,190.42285074208905,39.20470456454775,151.2181461775413,5.6006720806496775,0.0,3,23,0,0,0,0,0,4,128.8154578549426,0.0,0.0,0.0,0.0,0.0
1505437,Ourilândia do Norte,Não,0,Não,0.0,Não,Não,0.0,0.0,,not_available_in_munic_2023_questionnaire,0,4,32467,596,106,156,79,11,68,7,2,0,2,4,1835.7101056457325,326.48535435981154,480.487880001232,243.3239905134444,33.880555641112515,209.4434348723319,21.560353589798872,6.160101025656822,4,81,0,0,0,0,0,4,249.48409153910126,0.0,0.0,0.0,0.0,0.0
1505486,Pacajá,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,41097,565,157,210,115,19,96,8,2,0,2,4,1374.79621383556,382.0230187118281,510.98620337250895,279.8257780373263,46.23208506703652,233.5936929702898,19.466141080857483,4.866535270214371,2,46,0,0,0,0,0,4,111.93031121493054,0.0,0.0,0.0,0.0,0.0
1505494,Palestina do Pará,Não,0,Não,0.0,Sim,Sim,1.0,1.0,,not_available_in_munic_2023_questionnaire,2,4,6885,128,44,59,13,2,11,1,1,0,2,4,1859.114015976761,639.0704429920116,856.9353667392883,188.8162672476398,29.04865649963689,159.7676107480029,14.524328249818446,29.04865649963689,2,15,0,0,0,0,0,4,217.86492374727672,0.0,0.0,0.0,0.0,0.0
1505502,Paragominas,Não,0,Sim,1.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,2,3,105550,3112,557,764,292,47,245,17,7,0,7,4,2948.365703458077,527.7119848413074,723.8275698720985,276.6461392704879,44.52865940312648,232.11747986736145,16.106110847939366,6.631927996210327,1,156,0,0,0,0,0,4,147.797252486973,0.0,0.0,0.0,0.0,0.0
1505536,Parauapebas,Sim,1,Sim,1.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,2,3,267836,7948,1470,2050,590,121,469,16,5,0,6,4,2967.4875670186234,548.8433220328858,765.3937484132081,220.2840544213623,45.17689929658447,175.10715512477785,5.973804865664063,2.240176824624024,1,622,0,0,0,0,0,4,232.23166415269046,0.0,0.0,0.0,0.0,0.0
1505551,Pau DArco,Não,0,Não,0.0,Sim,Não,1.0,0.0,,not_available_in_munic_2023_questionnaire,1,4,6931,112,31,55,12,0,12,0,0,0,0,4,1615.928437454913,447.2659067955562,793.5362862501804,173.13518972731208,0.0,173.13518972731208,0.0,0.0,3,21,0,0,0,0,0,4,302.98658202279614,0.0,0.0,0.0,0.0,0.0
1505601,Peixe-Boi,Não,0,Não,0.0,Sim,Não,1.0,0.0,,not_available_in_munic_2023_questionnaire,1,4,8285,139,37,49,19,1,18,2,0,0,0,4,1677.7308388654194,446.5902232951117,591.4302957151478,229.33011466505732,12.070006035003017,217.26010863005436,24.140012070006037,0.0,3,13,0,0,0,0,0,4,156.9100784550392,0.0,0.0,0.0,0.0,0.0
1505635,Piçarra,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,12832,119,57,76,16,3,13,0,0,0,0,4,927.3690773067332,444.2019950124688,592.2693266832918,124.68827930174564,23.379052369077307,101.30922693266832,0.0,0.0,2,27,0,0,0,0,0,4,210.41147132169576,0.0,0.0,0.0,0.0,0.0
1505650,Placas,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,18668,318,90,119,47,3,44,2,1,0,1,4,1703.4497535890291,482.10842082708376,637.454467538033,251.767730876366,16.07028069423613,235.69745018212984,10.713520462824084,5.356760231412042,2,21,0,0,0,0,0,4,112.49196485965288,0.0,0.0,0.0,0.0,0.0
1505700,Ponta de Pedras,Sim,1,Não,0.0,Sim,Sim,1.0,1.0,,not_available_in_munic_2023_questionnaire,3,4,24984,832,172,300,80,14,66,1,0,0,0,4,3330.1312840217743,688.4406019852705,1200.7684918347743,320.2049311559398,56.03586295228947,264.16906820365034,4.002561639449247,0.0,1,16,0,0,0,0,0,4,64.04098623118796,0.0,0.0,0.0,0.0,0.0
1505809,Portel,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,62503,1416,186,347,179,28,151,3,1,0,1,4,2265.491256419692,297.58571588563746,555.1733516791194,286.38625345983394,44.79784970321425,241.58840375661967,4.799769611058669,1.5999232036862232,3,51,0,0,0,0,0,4,81.59608338799738,0.0,0.0,0.0,0.0,0.0
1505908,Porto de Moz,Sim,1,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,2,3,40597,820,155,253,71,13,58,4,1,0,1,4,2019.8536837697368,381.8016109564746,623.1987585289553,174.88977018006258,32.02207059634948,142.8676995837131,9.852944798876765,2.463236199719191,1,37,0,0,0,0,0,4,91.13973938961007,0.0,0.0,0.0,0.0,0.0
1506005,Prainha,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,35577,594,128,220,70,14,56,2,1,0,1,4,1669.6180116367316,359.7830058745819,618.3770413469376,196.756331337662,39.3512662675324,157.40506507012958,5.621609466790342,2.810804733395171,2,31,0,0,0,0,0,4,87.13494673525031,0.0,0.0,0.0,0.0,0.0
1506104,Primavera,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,10851,209,60,86,24,4,20,0,0,0,0,4,1926.0897613123211,552.944429084877,792.5536816883236,221.1777716339508,36.8629619389918,184.314809694959,0.0,0.0,2,25,0,0,0,0,0,4,230.39351211869877,0.0,0.0,0.0,0.0,0.0
1506112,Quatipuru,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,11524,269,62,89,22,7,15,1,0,0,0,4,2334.258937868796,538.0076362374176,772.3012842762929,190.9059354390837,60.74279763970844,130.16313779937522,8.677542519958347,0.0,3,16,0,0,0,0,0,4,138.84068031933356,0.0,0.0,0.0,0.0,0.0
1506138,Redenção,Não,0,Sim,1.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,2,3,85597,2959,588,842,221,30,191,18,3,0,3,4,3456.896853861701,686.9399628491652,983.6793345561176,258.18661868990733,35.04795728822272,223.13866140168463,21.028774372933636,3.5047957288222715,1,187,0,0,0,0,0,4,218.4656004299216,0.0,0.0,0.0,0.0,0.0
1506161,Rio Maria,Sim,1,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,2,3,18384,373,112,143,29,1,28,5,1,0,1,4,2028.9382071366404,609.2254134029591,777.8503046127067,157.74586597040906,5.439512619669277,152.30635335073978,27.197563098346382,5.439512619669277,1,39,0,0,0,0,0,4,212.14099216710184,0.0,0.0,0.0,0.0,0.0
1506187,Rondon do Pará,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,53143,870,225,297,94,11,83,2,1,0,1,4,1637.0923734075984,423.3859586398961,558.869465404663,176.88124494288994,20.69886908906159,156.18237585382835,3.763430743465744,1.881715371732872,2,57,0,0,0,0,0,4,107.25777618877369,0.0,0.0,0.0,0.0,0.0
1506195,Rurópolis,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,35769,426,126,151,80,10,70,0,0,0,0,4,1190.9754256479073,352.2603371634656,422.15326120383577,223.6573569291845,27.95716961614806,195.7001873130364,0.0,0.0,3,34,0,0,0,0,0,4,95.05437669490341,0.0,0.0,0.0,0.0,0.0
1506203,Salinópolis,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,44772,2040,332,490,176,25,151,4,0,0,0,4,4556.419190565532,741.5348878763513,1094.4340212632897,393.1028321272224,55.83847047261681,337.2643616546056,8.934155275618691,0.0,2,50,0,0,0,0,0,4,111.67694094523362,0.0,0.0,0.0,0.0,0.0
1506302,Salvaterra,Não,0,Não informou,,Sim,Sim,1.0,1.0,,not_available_in_munic_2023_questionnaire,2,3,24129,944,169,306,111,20,91,0,0,0,0,4,3912.304695594513,700.4020058850347,1268.183513614323,460.0273529777446,82.88781134734137,377.1395416304032,0.0,0.0,1,22,0,0,0,0,0,4,91.1765924820755,0.0,0.0,0.0,0.0,0.0
1506351,Santa Bárbara do Pará,Não,0,Não,0.0,Não,Sim,0.0,1.0,,not_available_in_munic_2023_questionnaire,1,4,21087,579,81,124,66,9,57,4,1,0,1,4,2745.767534499929,384.1229193341869,588.040024659743,312.9890453834116,42.680324370465215,270.3087210129464,18.96903305354009,4.742258263385024,3,25,0,0,0,0,0,4,118.5564565846256,0.0,0.0,0.0,0.0,0.0
1506401,Santa Cruz do Arari,Não,0,Não,0.0,Não,Não,0.0,0.0,,not_available_in_munic_2023_questionnaire,0,4,7445,198,51,133,10,1,9,0,0,0,0,4,2659.503022162525,685.0235057085292,1786.433848220282,134.3183344526528,13.43183344526528,120.88650100738752,0.0,0.0,4,18,0,0,0,0,0,4,241.77300201477502,0.0,0.0,0.0,0.0,0.0
1506500,Santa Izabel do Pará,Não,0,Não,0.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,1,3,73019,2077,275,412,143,33,110,8,2,0,2,4,2844.4651392103424,376.61430586559663,564.2367055150029,195.83943905011023,45.1937167038716,150.64572234623864,10.956052534271905,2.739013133567976,2,87,0,0,0,0,0,4,119.14707131020694,0.0,0.0,0.0,0.0,0.0
1506559,Santa Luzia do Pará,Não,0,Não,0.0,Sim,Sim,1.0,1.0,,not_available_in_munic_2023_questionnaire,2,4,20370,239,60,82,35,3,32,1,0,0,0,4,1173.294059891998,294.5508100147275,402.55277368679424,171.8213058419244,14.727540500736376,157.09376534118803,4.909180166912126,0.0,2,33,0,0,0,0,0,4,162.00294550810017,0.0,0.0,0.0,0.0,0.0
1506583,Santa Maria das Barreiras,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,16548,187,58,87,30,6,24,2,1,0,1,4,1130.0459270002416,350.4955281605028,525.7432922407542,181.29079042784628,36.25815808556926,145.03263234227703,12.086052695189752,6.043026347594876,3,29,0,0,0,0,0,4,175.2477640802514,0.0,0.0,0.0,0.0,0.0
1506609,Santa Maria do Pará,Não,0,Não,0.0,Sim,Não,1.0,0.0,,not_available_in_munic_2023_questionnaire,1,4,24624,427,95,139,37,6,31,1,0,0,0,4,1734.08057179987,385.8024691358024,564.4899285250162,150.25990903183884,24.366471734892787,125.89343729694606,4.061078622482131,0.0,3,33,0,0,0,0,0,4,134.01559454191033,0.0,0.0,0.0,0.0,0.0
1506708,Santana do Araguaia,Não,0,Não,0.0,Sim,Não,1.0,0.0,,not_available_in_munic_2023_questionnaire,1,4,32413,944,333,436,103,16,87,7,2,0,2,4,2912.411686668929,1027.3655631999509,1345.1392959614968,317.7737327615463,49.36290994354117,268.4108228180052,21.596273100299264,6.170363742942646,3,56,0,0,0,0,0,4,172.7701848023941,0.0,0.0,0.0,0.0,0.0
1506807,Santarém,Sim,1,Sim,1.0,-,Sim,,1.0,,not_available_in_munic_2023_questionnaire,3,3,331942,8667,1402,2143,620,131,489,17,8,0,8,4,2610.998306933139,422.3629429237638,645.5947123292624,186.77961812605815,39.46472576534455,147.31489236071363,5.121376626037079,2.410059588723331,0,573,0,0,0,0,0,4,172.6205180423086,0.0,0.0,0.0,0.0,0.0
1506906,Santarém Novo,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,6116,123,29,42,19,4,15,1,0,0,0,4,2011.1183780248527,474.166121648136,686.7233485938522,310.6605624591236,65.40222367560497,245.2583387835186,16.350555918901243,0.0,3,14,0,0,0,0,0,4,228.9077828646174,0.0,0.0,0.0,0.0,0.0
1507003,Santo Antônio do Tauá,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,27461,802,172,250,94,21,73,1,0,0,0,4,2920.505444084338,626.3428134445213,910.3819962856415,342.3036306034012,76.47208768799389,265.8315429154073,3.641527985142566,0.0,3,29,0,0,0,0,0,4,105.60431156913441,0.0,0.0,0.0,0.0,0.0
1507102,São Caetano de Odivelas,Não,0,Não,0.0,-,Não,,0.0,,not_available_in_munic_2023_questionnaire,0,3,16666,419,77,137,70,7,63,1,0,0,0,4,2514.100564022561,462.0184807392296,822.0328813152527,420.0168006720269,42.00168006720269,378.0151206048242,6.000240009600384,0.0,3,21,0,0,0,0,0,4,126.00504020160805,0.0,0.0,0.0,0.0,0.0
1507151,São Domingos do Araguaia,Não,0,Não,0.0,Sim,Não,1.0,0.0,,not_available_in_munic_2023_questionnaire,1,4,21092,329,118,149,29,5,24,2,0,0,0,4,1559.8331120804096,559.4538213540678,706.4289778114926,137.4928882988811,23.70567039635881,113.78721790252229,9.482268158543524,0.0,3,23,0,0,0,0,0,4,109.04608382325053,0.0,0.0,0.0,0.0,0.0
1507201,São Domingos do Capim,Sim,1,Não,0.0,Sim,Sim,1.0,1.0,,not_available_in_munic_2023_questionnaire,3,4,30599,415,77,123,77,8,69,1,1,0,1,4,1356.253472335697,251.64221052975589,401.9739207163633,251.64221052975589,26.144645249844764,225.4975652799111,3.2680806562305955,3.2680806562305955,1,35,0,0,0,0,0,4,114.38282296807084,0.0,0.0,0.0,0.0,0.0
