Cod Munic,Uf,Cod Uf,Desc Mun,PopMun,Faixa_pop,Regiao,MDHU01,MDHU021,MDHU022,MDHU023,MDHU024,MDHU025,MDHU026,MDHU04,MDHU05,MDHU06,MDHU061,MDHU07,MDHU081,MDHU082,MDHU083,MDHU084,MDHU085,MDHU086,MDHU087,MDHU088,MDHU089,MDHU0810,MDHU0811,MDHU0812,MDHU0813,MDHU091,MDHU092,MDHU093,MDHU094,MDHU095,MDHU096,MDHU101,MDHU1011a,MDHU1011b,MDHU102,MDHU1021a,MDHU1021b,MDHU103,MDHU1031a,MDHU1031b,MDHU104,MDHU1041a,MDHU1041b,MDHU105,MDHU1051a,MDHU1051b,MDHU106,MDHU1061a,MDHU1061b,MDHU107,MDHU1071a,MDHU1071b,MDHU108,MDHU1081a,MDHU1081b,MDHU109,MDHU1091a,MDHU1091b,MDHU1010,MDHU10101a,MDHU10101b,MDHU1011,MDHU10111a,MDHU10111b,MDH1012,MDHU10121a,MDHU10121b,MDHU1013,MDHU10131a,MDHU10131b,MDHU1014,MDHU10141a,MDHU10141b,MDHU1015,MDHU10151a,MDHU10151b,MDHU1016,MDHU10161a,MDHU10161b,MDHU1017,MDHU11,MDHU111,MDHU112a,MDHU112b,MDHU113,MDHU12,MDHU121a,MDHU121b,MDHU121c,MDHU122,MDHU131,MDHU132,MDHU133,MDHU134,MDHU14,MDHU15,MDHU161,MDHU162,MDHU163,MDHU17,MDHU1711,MDHU1712,MDHU1713,MDHU1714,MDHU1715,MDHU1716,MDHU1717,MDHU1718,MDHU1719,MDHU18,MDHU181a,MDHU181b,MDHU181c,MDHU182,MDHU191,MDHU192,MDHU193,MDHU194,MDHU20,MDHU21,MDHU221,MDHU222,MDHU223,MDHU23,MDHU2311,MDHU2312,MDHU2313,MDHU2314,MDHU2315,MDHU2316,MDHU2317,MDHU2318,MDHU2319,MDHU24,MDHU241a,MDHU241b,MDHU241c,MDHU242,MDHU251,MDHU252,MDHU253,MDHU254,MDHU26,MDHU27,MDHU281,MDHU282,MDHU283,MDHU29,MDHU2911,MDHU2912,MDHU2913,MDHU2914,MDHU2915,MDHU2916,MDHU2917,MDHU2918,MDHU2919,MDHU30,MDHU301a,MDHU301b,MDHU301c,MDHU302,MDHU311,MDHU312,MDHU313,MDHU314,MDHU32,MDHU33,MDHU341,MDHU342,MDHU343,MDHU35,MDHU3511,MDHU3512,MDHU3513,MDHU3514,MDHU3515,MDHU3516,MDHU3517,MDHU3518,MDHU3519,MDHU36,MDHU361a,MDHU361b,MDHU361c,MDHU362,MDHU371,MDHU372,MDHU373,MDHU374,MDHU38,MDHU39,MDHU401,MDHU402,MDHU403,MDHU41,MDHU4111,MDHU4112,MDHU4113,MDHU4114,MDHU4115,MDHU4116,MDHU4117,MDHU4118,MDHU4119,MDHU42,MDHU421a,MDHU421b,MDHU421c,MDHU422,MDHU431,MDHU432,MDHU433,MDHU434,MDHU44,MDHU45,MDHU461,MDHU462,MDHU463,MDHU47,MDHU4711,MDHU4712,MDHU4713,MDHU4714,MDHU4715,MDHU4716,MDHU4717,MDHU4718,MDHU4719,MDHU48,MDHU481a,MDHU481b,MDHU481c,MDHU482,MDHU491,MDHU492,MDHU493,MDHU494,MDHU50,MDHU51,MDHU521,MDHU522,MDHU523,MDHU53,MDHU5311,MDHU5312,MDHU5313,MDHU5314,MDHU5315,MDHU5316,MDHU5317,MDHU5318,MDHU5319,MDHU541,MDHU5411a,MDHU5411b,MDHU5412,MDHU542,MDHU5421a,MDHU5421b,MDHU5422,MDHU543,MDHU5431a,MDHU5431b,MDHU5432,MDHU544,MDHU5441a,MDHU5441b,MDHU5442,MDHU545,MDHU5451a,MDHU5451b,MDHU5452,MDHU546,MDHU5461a,MDHU5461b,MDHU5462,MDHU547,MDHU5471a,MDHU5471b,MDHU5472,MDHU548,MDHU5481a,MDHU5481b,MDHU5482,MDHU549,MDHU5491a,MDHU5491b,MDHU5492,MDHU5410,MDHU54101a,MDHU54101b,MDHU54102,MDHU5411,MDHU551,MDHU552,MDHU553,MDHU554,MDHU555,MDHU556,MDHU557,MDHU558,MDHU559,MDHU5510,MDHU5511,MDHU561,MDHU562,MDHU563,MDHU564,MDHU565,MDHU566,MDHU571,MDHU572,MDHU573,MDHU574,MDHU575,MDHU576,MDHU577,MDHU578,MDHU579,MDHU5710,MDHU5711,MDHU5712,MDHU5713,MDHU5714,MDHU5715,MDHU5716,MDHU58,MDHU591,MDHU592,MDHU593,MDHU594,MDHU595,MDHU596,MDHU597,MDHU598,MDHU599,MDHU5910,MDHU5911,MDHU5912,MDHU5913,MDHU601,MDHU602,MDHU603,MDHU604,MDHU605,MDHU606,MDHU607,MDHU608,MDHU609,MDHU6010,MDHU61,MDHU611a,MDHU611b,MDHU612,MDHU621,MDHU622,MDHU623,MDHU624,MDHU625,MDHU626,MDHU627,MDHU628,MDHU629,MDHU6210,MDHU6211,MDHU631,MDHU632,MDHU633,MDHU64,MDHU651,MDHU652,MDHU653,MDHU654,MDHU655,MDHU656,MDHU657,MDHU658,MDHU659,MDHU6510,MDHU661,MDHU662,MDHU663,MDHU664,MDHU665,MDHU666,MDHU667,MDHU668,MDHU669,MDHU6610,MDHU6611,MDHU6612,MDHU6613,MDHU6614,MDHU6615,MDHU6616,MDHU6617,MDHU6618,MDHU6619,MDHU67,MDHU681,MDHU682,MDHU683,MDHU684,MDHU685,MDHU686,MDHU687,MDHU688,MDHU689,MDHU69,MDHU701,MDHU702,MDHU703,MDHU704,MDHU705,MDHU706,MDHU707,MDHU708,MDHU709,MDHU71,MDHU72,MDHU731,MDHU732,MDHU733,MDHU734,MDHU735,MDHU736,MDHU737,MDHU738,MDHU741,MDHU742,MDHU743,MDHU744,MDHU745,MDHU746,MDHU747
1500107,PA,15,Abaetetuba,158188,6 - 100001 até 500000,1 - Norte,Não possui estrutura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Sim,Sim,Sim,Sim,Não,Sim,14129,2021,Sim,603,2021,Não,-,-,Sim,665,2023,Sim,665,2023,Sim,635,2022,Não,-,-,Não,-,-,Sim,593,2021,Não,-,-,Não,-,-,Não,-,-,Sim,66,2022,Sim,214,2006,Não,-,-,Sim,159,2023,Não,Não,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,14129,2021,Ativo,Paritário,Não,Sim,Não,Não,12,20,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,214,2006,Ativo,Paritário,Não,Sim,Não,Não,12,16,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,66,2022,Ativo,Paritário,Não,Sim,Não,Não,12,16,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,635,2022,Ativo,Paritário,Não,Sim,Não,Não,6,16,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,8069,1990,2,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,0,0,0,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Sim,Não,Sim,Não
1500131,PA,15,Abel Figueiredo,7030,2 - 5001 até 10000,1 - Norte,Setor subordinado a outra secretaria,Não,Não,Não,Não,Não,Sim,Feminino,28,Parda,Sim,Ensino superior completo,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,199,2015,Não,-,-,Sim,199,2015,Sim,869,1990,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Sim,1,2008,Não,-,-,Não,-,-,Não,Não,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,199,2015,Ativo,Paritário,Sim,Sim,Sim,Sim,20,20,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Sim,199,2015,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,0,0,0,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
1500206,PA,15,Acará,59023,5 - 50001 até 100000,1 - Norte,Não possui estrutura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Sim,Não,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,207,2015,Ativo,Paritário,Sim,Sim,Sim,Sim,12,20,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,207,2015,1,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,0,0,0,Não,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim
1500305,PA,15,Afuá,37765,4 - 20001 até 50000,1 - Norte,Setor subordinado a outra secretaria,Sim,Sim,Não,Sim,Não,Sim,Feminino,42,Parda,Não,Especialização,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,187,2000,Sim,187,2000,Não,-,-,Sim,371,2000,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Sim,187,2000,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Sim,187,2000,Não,-,-,Não,-,-,Não,Em elaboração,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,187,2000,Ativo,Paritário,Sim,Sim,Sim,Sim,12,12,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,318,2009,Ativo,Paritário,Sim,Não,Não,Não,3,12,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Sim,Não,Sim,187,2000,1,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,0,0,0,Sim,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,-,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não
1500347,PA,15,Água Azul do Norte,18080,3 - 10001 até 20000,1 - Norte,Setor subordinado a outra secretaria,Sim,Não,Não,Não,Não,Não,Feminino,50,Branca,Não,Ensino superior completo,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Sim,Não,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,426,2015,Ativo,Paritário,Não,Sim,Não,Sim,6,20,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,538,2021,"Foi criado, mas não foi instalado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,426,2015,1,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,0,0,0,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não
1500404,PA,15,Alenquer,69377,5 - 50001 até 100000,1 - Norte,Não possui estrutura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Sim,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Sim,Não,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1291,2023,Ativo,Paritário,Sim,Sim,Sim,Sim,23,24,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,723,2007,Ativo,Paritário,Sim,Sim,Sim,Sim,12,20,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,1238,2021,"Foi criado, mas não foi instalado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Sim,1291,2023,1,Sim,Não,Não,Não,Não,Não,Sim,Sim,Não,Não,Não,0,0,0,Não,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Sim,Sim,Não,Não,-,-,-,-,-,-,-,-,-,Não,Não,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não
1500503,PA,15,Almeirim,34280,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Sim,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Sim,Não,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,1289,2015,Ativo,Paritário,Sim,Sim,Sim,Sim,22,16,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Sim,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Sim,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Sim,Não,Não,Não,Sim,1289,2015,1,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,0,0,0,Sim,Não,Não,Sim,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Sim,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Sim
1500602,PA,15,Altamira,126279,6 - 100001 até 500000,1 - Norte,Não possui estrutura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Sim,Sim,3354,2021,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,Não,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,3445,2023,Ativo,Paritário,Sim,Sim,Sim,Sim,15,24,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Não,Sim,Sim,Sim,Sim,Sim,3415,2022,Ativo,Paritário,Sim,Sim,Sim,Sim,5,20,Não,Não,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Sim,3414,2022,Ativo,Paritário,Sim,Sim,Sim,Sim,3,12,Não,Sim,Não,Sim,Sim,Sim,Não,Sim,Não,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,3428,2023,"Foi criado, mas não foi instalado",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Sim,3445,2023,2,Sim,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Não,0,0,0,Não,-,-,-,-,-,-,-,-,-,-,Sim,Não,Sim,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,Não,Não,Não,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Sim,Não,Sim,Sim,Não,Não,Sim,Sim,Não,Não,Não,Sim,Não
1500701,PA,15,Anajás,28011,4 - 20001 até 50000,1 - Norte,Não possui estrutura,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Sim,Não,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Não,-,-,Sim,Não,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Sim,272,2023,Ativo,Paritário,Sim,Sim,Sim,Sim,15,16,Não,Sim,Não,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Não,Sim,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Não,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Não,Sim,Não,Sim,Não,Não,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Sim,Não,Sim,198,2015,1,Sim,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,0,0,1,Não,-,-,-,-,-,-,-,-,-,-,Sim,Não,Não,Não,Não,Não,Não,Sim,Não,Sim,Não,Não,Não,Sim,Não,Não,Não,Sim,Não,Não,-,-,-,-,-,-,-,-,-,Não,-,-,-,-,-,-,-,-,-,Não,Não,Não,Não,Não,Não,Não,Não,Sim,Não,Não,Não,Não,Sim,Não,Sim,Não
