municipality_code,municipality,method,transport_scenario,macro_weight_scheme,score,rank,positive_flow,negative_flow,net_flow
1502756,Concórdia do Pará,topsis,equal_modes__equal_roles,equal_dimensions,0.4275983346747437,89,,,
1506500,Santa Izabel do Pará,topsis,equal_modes__equal_roles,equal_dimensions,0.35029590501688807,114,,,
1503507,Irituia,topsis,equal_modes__equal_roles,equal_dimensions,0.3356130428567119,118,,,
1503705,Itupiranga,topsis,equal_modes__equal_roles,equal_dimensions,0.34264719784106845,115,,,
1503457,Ipixuna do Pará,topsis,equal_modes__equal_roles,equal_dimensions,0.32423354910962054,120,,,
1502509,Chaves,topsis,equal_modes__equal_roles,equal_dimensions,0.3526436476457951,113,,,
1506302,Salvaterra,topsis,equal_modes__equal_roles,equal_dimensions,0.340180664041189,116,,,
1507607,São Miguel do Guamá,topsis,equal_modes__equal_roles,equal_dimensions,0.3070723802271586,123,,,
1501204,Baião,topsis,equal_modes__equal_roles,equal_dimensions,0.3374388619628544,117,,,
1506138,Redenção,topsis,equal_modes__equal_roles,equal_dimensions,0.3289394180773212,119,,,
1500602,Altamira,topsis,equal_modes__equal_roles,equal_dimensions,0.31069031224887617,122,,,
1502400,Castanhal,topsis,equal_modes__equal_roles,equal_dimensions,0.2848262497801042,129,,,
1505908,Porto de Moz,topsis,equal_modes__equal_roles,equal_dimensions,0.29043500444086734,128,,,
1505536,Parauapebas,topsis,equal_modes__equal_roles,equal_dimensions,0.2970676185192788,126,,,
1505700,Ponta de Pedras,topsis,equal_modes__equal_roles,equal_dimensions,0.3219242158006506,121,,,
1507201,São Domingos do Capim,topsis,equal_modes__equal_roles,equal_dimensions,0.3048729058383614,124,,,
1508100,Tucuruí,topsis,equal_modes__equal_roles,equal_dimensions,0.2712240050000464,130,,,
1501709,Bragança,topsis,equal_modes__equal_roles,equal_dimensions,0.3008428256041114,125,,,
1506807,Santarém,topsis,equal_modes__equal_roles,equal_dimensions,0.2921043465738629,127,,,
1506161,Rio Maria,topsis,equal_modes__equal_roles,equal_dimensions,0.2074796683805316,135,,,
1502152,Canaã dos Carajás,topsis,equal_modes__equal_roles,equal_dimensions,0.2501874966785906,131,,,
1507904,Soure,topsis,equal_modes__equal_roles,equal_dimensions,0.2311578296245163,133,,,
1500800,Ananindeua,topsis,equal_modes__equal_roles,equal_dimensions,0.21077733594371598,134,,,
1508407,Xinguara,topsis,equal_modes__equal_roles,equal_dimensions,0.17738423777993265,137,,,
