municipality_code,municipality,institutional_deficit,service_component_health_deficit,service_component_social_protection_deficit,service_component_justice_deficit,service_component_specialized_protection_network_deficit,service_network_deficit,mean_priority_score,mean_priority_rank,best_priority_rank,worst_priority_rank,priority_rank_range,top_10_frequency,top_quartile_frequency,bottom_quartile_frequency,priority_stability_profile
1500800,Ananindeua,0.10833333333333335,0.0,0.0,0.0,0.054919986380660535,0.013729996595165134,0.20877894473400094,134.47916666666666,123,139,16,0.0,0.0,1.0,robust_lower_relative_priority
1508407,Xinguara,0.2291666666666667,0.0,0.0,0.0,0.15595846101464084,0.03898961525366021,0.21007954800089632,134.77083333333334,130,138,8,0.0,0.0,1.0,robust_lower_relative_priority
1501808,Breves,0.0,0.0,0.0,0.0,0.10747361252979232,0.02686840313244808,0.20631433173568003,134.79166666666666,118,139,21,0.0,0.0,1.0,robust_lower_relative_priority
1505502,Paragominas,0.2291666666666667,0.0,0.0,0.0,0.2289921688798094,0.05724804221995235,0.20723018138748475,135.10416666666666,130,140,10,0.0,0.0,1.0,robust_lower_relative_priority
1501402,Belém,0.0,0.0,0.0,1.0,0.0,0.25,0.18809893809893816,136.9375,130,141,11,0.0,0.0,1.0,robust_lower_relative_priority
1500107,Abaetetuba,0.2291666666666667,0.0,0.0,0.0,0.08219271365338782,0.020548178413346954,0.16197436042941663,139.125,133,143,10,0.0,0.0,1.0,robust_lower_relative_priority
1503606,Itaituba,0.0,0.0,0.0,0.0,0.08219271365338782,0.020548178413346954,0.14735703331208946,140.35416666666666,136,144,8,0.0,0.0,1.0,robust_lower_relative_priority
1504208,Marabá,0.0,0.0,0.0,0.0,0.054919986380660535,0.013729996595165134,0.14612030707536328,140.66666666666666,137,143,6,0.0,0.0,1.0,robust_lower_relative_priority
1501303,Barcarena,0.0,0.0,0.0,0.0,0.08219271365338782,0.020548178413346954,0.13855102450608067,141.1875,131,144,13,0.0,0.0,1.0,robust_lower_relative_priority
1502103,Cametá,0.0,0.0,0.0,0.0,0.2289921688798094,0.05724804221995235,0.12345978511708848,142.625,141,144,3,0.0,0.0,1.0,robust_lower_relative_priority
1502202,Capanema,0.0,0.0,0.0,0.0,0.2289921688798094,0.05724804221995235,0.10610676776407113,143.22916666666666,138,144,6,0.0,0.0,1.0,robust_lower_relative_priority
