municipality_code,municipality,method,mean_score,mean_rank,best_rank,worst_rank,top_10_frequency,top_quartile_frequency
1506112,Quatipuru,topsis,0.691600778981532,11.541666666666666,6,27,0.5416666666666666,1.0
1506138,Redenção,additive,0.33635394700256804,117.6875,107,128,0.0,0.0
1506138,Redenção,promethee_ii,0.3399544611024273,112.95833333333333,90,128,0.0,0.0
1506138,Redenção,topsis,0.32759997900290866,114.89583333333333,92,129,0.0,0.0
1506161,Rio Maria,additive,0.24434374122831734,131.02083333333334,124,135,0.0,0.0
1506161,Rio Maria,promethee_ii,0.14626052239561188,133.45833333333334,122,138,0.0,0.0
1506161,Rio Maria,topsis,0.21026308745343936,133.52083333333334,124,139,0.0,0.0
1506187,Rondon do Pará,additive,0.49236479009206285,72.0625,58,89,0.0,0.0
1506187,Rondon do Pará,promethee_ii,0.5332374854442582,69.125,42,96,0.0,0.0
1506187,Rondon do Pará,topsis,0.455142281474133,76.33333333333333,55,95,0.0,0.0
1506195,Rurópolis,additive,0.6236463830309591,36.5,22,62,0.0,0.5625
1506195,Rurópolis,promethee_ii,0.6025318871348199,54.0,24,96,0.0,0.125
1506195,Rurópolis,topsis,0.5679409664566021,44.75,20,93,0.0,0.3125
1506203,Salinópolis,additive,0.46173800946528215,83.85416666666667,59,118,0.0,0.0
1506203,Salinópolis,promethee_ii,0.4500696043856667,88.9375,65,120,0.0,0.0
1506203,Salinópolis,topsis,0.47561515508433816,74.16666666666667,42,126,0.0,0.0
1506302,Salvaterra,additive,0.34566969226060135,116.02083333333333,99,127,0.0,0.0
1506302,Salvaterra,promethee_ii,0.36103616865318183,108.85416666666667,82,125,0.0,0.0
1506302,Salvaterra,topsis,0.33898633309530407,111.3125,87,128,0.0,0.0
1506351,Santa Bárbara do Pará,additive,0.5344782322055049,61.625,42,101,0.0,0.0
1506351,Santa Bárbara do Pará,promethee_ii,0.5197719022797381,72.04166666666667,53,110,0.0,0.0
1506351,Santa Bárbara do Pará,topsis,0.527984789734064,59.083333333333336,34,116,0.0,0.0625
1506401,Santa Cruz do Arari,additive,0.8859084434084434,1.1458333333333333,1,2,1.0,1.0
1506401,Santa Cruz do Arari,promethee_ii,1.0,1.0,1,1,1.0,1.0
1506401,Santa Cruz do Arari,topsis,0.8467602296201396,2.3541666666666665,1,7,1.0,1.0
1506500,Santa Izabel do Pará,additive,0.38091815591815587,108.6875,89,123,0.0,0.0
1506500,Santa Izabel do Pará,promethee_ii,0.2514794975564483,124.97916666666667,113,134,0.0,0.0
1506500,Santa Izabel do Pará,topsis,0.3511079094892769,112.91666666666667,89,132,0.0,0.0
1506559,Santa Luzia do Pará,additive,0.39170375079465986,103.5,94,120,0.0,0.0
1506559,Santa Luzia do Pará,promethee_ii,0.4192681447627565,96.1875,78,119,0.0,0.0
1506559,Santa Luzia do Pará,topsis,0.37520580302916867,101.22916666666667,82,124,0.0,0.0
1506583,Santa Maria das Barreiras,additive,0.7117444844717573,16.104166666666668,7,49,0.5,0.9166666666666666
1506583,Santa Maria das Barreiras,promethee_ii,0.6647280167373598,40.145833333333336,17,81,0.0,0.5833333333333334
1506583,Santa Maria das Barreiras,topsis,0.6810157884013094,20.583333333333332,5,77,0.6041666666666666,0.75
1506609,Santa Maria do Pará,additive,0.5478814956087683,56.354166666666664,40,81,0.0,0.0
1506609,Santa Maria do Pará,promethee_ii,0.549884998173524,66.04166666666667,39,107,0.0,0.0
1506609,Santa Maria do Pará,topsis,0.4954968484500217,64.125,43,101,0.0,0.0
1506708,Santana do Araguaia,additive,0.4858776702622463,76.1875,55,101,0.0,0.0
1506708,Santana do Araguaia,promethee_ii,0.3795373415988657,103.29166666666667,70,123,0.0,0.0
1506708,Santana do Araguaia,topsis,0.4337155386430067,87.9375,55,116,0.0,0.0
1506807,Santarém,additive,0.27112539977708516,127.95833333333333,109,136,0.0,0.0
1506807,Santarém,promethee_ii,0.2752863636673788,119.64583333333333,76,135,0.0,0.0
1506807,Santarém,topsis,0.2912792813173564,122.125,75,135,0.0,0.0
1506906,Santarém Novo,additive,0.6792134633043725,21.75,11,48,0.0,0.9166666666666666
1506906,Santarém Novo,promethee_ii,0.7063114219729947,31.770833333333332,10,76,0.041666666666666664,0.6875
1506906,Santarém Novo,topsis,0.6377946032080226,24.75,10,70,0.041666666666666664,0.8125
1507003,Santo Antônio do Tauá,additive,0.6505556732829461,30.0,17,61,0.0,0.8125
1507003,Santo Antônio do Tauá,promethee_ii,0.6460860996139771,44.916666666666664,15,91,0.0,0.4375
1507003,Santo Antônio do Tauá,topsis,0.6047886976736002,33.895833333333336,13,91,0.0,0.75
1507102,São Caetano de Odivelas,additive,0.6656463822372913,24.833333333333332,11,53,0.0,0.9166666666666666
1507102,São Caetano de Odivelas,promethee_ii,0.692748883413202,34.9375,12,85,0.0,0.6041666666666666
1507102,São Caetano de Odivelas,topsis,0.6049908956937998,33.541666666666664,14,73,0.0,0.5625
1507151,São Domingos do Araguaia,additive,0.6001995479268206,41.166666666666664,25,58,0.0,0.2708333333333333
1507151,São Domingos do Araguaia,promethee_ii,0.6785386100111772,37.8125,17,61,0.0,0.5416666666666666
1507151,São Domingos do Araguaia,topsis,0.5377951073388737,47.9375,24,73,0.0,0.1875
1507201,São Domingos do Capim,additive,0.30224564997292264,124.5625,107,131,0.0,0.0
1507201,São Domingos do Capim,promethee_ii,0.2917765989202343,119.35416666666667,91,131,0.0,0.0
1507201,São Domingos do Capim,topsis,0.3038923950809968,120.83333333333333,91,130,0.0,0.0
1507300,São Félix do Xingu,additive,0.37383209798940137,107.22916666666667,83,120,0.0,0.0
1507300,São Félix do Xingu,promethee_ii,0.4661775654811285,84.20833333333333,45,115,0.0,0.0
1507300,São Félix do Xingu,topsis,0.36101232339085104,103.875,61,122,0.0,0.0
1507409,São Francisco do Pará,additive,0.4634862612135339,83.1875,59,112,0.0,0.0
1507409,São Francisco do Pará,promethee_ii,0.44512051440900957,89.8125,62,125,0.0,0.0
1507409,São Francisco do Pará,topsis,0.4286989333541589,88.75,64,125,0.0,0.0
1507458,São Geraldo do Araguaia,additive,0.5864725341998069,44.875,31,58,0.0,0.08333333333333333
1507458,São Geraldo do Araguaia,promethee_ii,0.6530338411679892,43.083333333333336,26,63,0.0,0.3125
1507458,São Geraldo do Araguaia,topsis,0.5275121304622713,51.833333333333336,32,74,0.0,0.0625
1507466,São João da Ponta,additive,0.6166407666407666,35.666666666666664,23,51,0.0,0.5833333333333334
1507466,São João da Ponta,promethee_ii,0.7733551916751664,18.666666666666668,5,37,0.14583333333333334,0.9583333333333334
1507466,São João da Ponta,topsis,0.6251167301082242,25.708333333333332,7,48,0.0625,0.75
1507474,São João de Pirabas,additive,0.6896647123919851,18.333333333333332,9,38,0.10416666666666667,0.9791666666666666
1507474,São João de Pirabas,promethee_ii,0.7443086159143041,24.833333333333332,6,65,0.125,0.8541666666666666
1507474,São João de Pirabas,topsis,0.6401171368728321,23.291666666666668,10,63,0.020833333333333332,0.8958333333333334
1507508,São João do Araguaia,additive,0.5679993407266134,52.333333333333336,32,82,0.0,0.16666666666666666
1507508,São João do Araguaia,promethee_ii,0.5075358978232557,74.9375,32,109,0.0,0.020833333333333332
1507508,São João do Araguaia,topsis,0.5004332414476226,63.8125,34,99,0.0,0.125
1507607,São Miguel do Guamá,additive,0.3403069153069153,116.25,98,132,0.0,0.0
1507607,São Miguel do Guamá,promethee_ii,0.23993292877658712,125.41666666666667,96,137,0.0,0.0
1507607,São Miguel do Guamá,topsis,0.31086895663582687,119.22916666666667,94,137,0.0,0.0
1507706,São Sebastião da Boa Vista,additive,0.3666913894186621,107.64583333333333,71,128,0.0,0.0
1507706,São Sebastião da Boa Vista,promethee_ii,0.46633725251409414,84.6875,42,118,0.0,0.0
1507706,São Sebastião da Boa Vista,topsis,0.3883676649300232,93.04166666666667,38,123,0.0,0.0
1507755,Sapucaia,additive,0.5314343905252996,61.625,23,91,0.0,0.20833333333333334
1507755,Sapucaia,promethee_ii,0.5003068390439683,76.8125,38,111,0.0,0.0
1507755,Sapucaia,topsis,0.5755646871752089,47.208333333333336,11,88,0.0,0.4166666666666667
1507805,Senador José Porfírio,additive,0.7144231946504673,16.208333333333332,4,39,0.5,0.9375
1507805,Senador José Porfírio,promethee_ii,0.7860380893067482,18.395833333333332,3,51,0.3958333333333333,0.8541666666666666
1507805,Senador José Porfírio,topsis,0.7381760461828101,11.520833333333334,1,34,0.6875,1.0
1507904,Soure,additive,0.2190161647643772,133.6875,126,138,0.0,0.0
1507904,Soure,promethee_ii,0.16850683165909872,131.60416666666666,103,139,0.0,0.0
1507904,Soure,topsis,0.22964027325728453,131.33333333333334,103,139,0.0,0.0
1507953,Tailândia,additive,0.4567522544795272,85.375,72,106,0.0,0.0
1507953,Tailândia,promethee_ii,0.44148033251568447,91.0,71,118,0.0,0.0
1507953,Tailândia,topsis,0.42266471404520156,90.35416666666667,76,115,0.0,0.0
1507961,Terra Alta,additive,0.8030626780626781,3.9375,2,17,0.9583333333333334,1.0
1507961,Terra Alta,promethee_ii,0.8373031589789073,11.3125,3,49,0.6041666666666666,0.9375
1507961,Terra Alta,topsis,0.7822482231266837,5.3125,1,30,0.9166666666666666,1.0
1507979,Terra Santa,additive,0.43736549645640554,92.16666666666667,78,110,0.0,0.0
1507979,Terra Santa,promethee_ii,0.4171309787582158,96.95833333333333,80,118,0.0,0.0
1507979,Terra Santa,topsis,0.41439152537729473,92.3125,75,123,0.0,0.0
1508001,Tomé-Açu,additive,0.663947163947164,25.0625,15,51,0.0,0.9375
1508001,Tomé-Açu,promethee_ii,0.6897872286385852,34.458333333333336,16,70,0.0,0.5833333333333334
1508001,Tomé-Açu,topsis,0.6080156505812019,32.208333333333336,14,76,0.0,0.625
1508035,Tracuateua,additive,0.4031910009182736,97.79166666666667,72,123,0.0,0.0
1508035,Tracuateua,promethee_ii,0.49257151960295215,78.35416666666667,42,118,0.0,0.0
1508035,Tracuateua,topsis,0.44052354553482415,79.0625,46,115,0.0,0.0
1508050,Trairão,additive,0.8026918367827459,3.7708333333333335,2,12,0.9791666666666666,1.0
1508050,Trairão,promethee_ii,0.8486127928126006,8.791666666666666,2,33,0.7083333333333334,1.0
1508050,Trairão,topsis,0.7842156168941218,4.375,2,30,0.9375,1.0
1508084,Tucumã,additive,0.4115319865319866,96.97916666666667,75,113,0.0,0.0
1508084,Tucumã,promethee_ii,0.4311891040971225,92.47916666666667,52,116,0.0,0.0
1508084,Tucumã,topsis,0.38186800747932464,99.9375,59,122,0.0,0.0
1508100,Tucuruí,additive,0.2905379784593268,126.22916666666667,121,132,0.0,0.0
1508100,Tucuruí,promethee_ii,0.19726019498918634,130.14583333333334,120,136,0.0,0.0
1508100,Tucuruí,topsis,0.27175212819452305,127.41666666666667,118,135,0.0,0.0
1508126,Ulianópolis,additive,0.5347760825033552,59.416666666666664,43,94,0.0,0.0
1508126,Ulianópolis,promethee_ii,0.5729336496488548,60.0625,36,101,0.0,0.041666666666666664
1508126,Ulianópolis,topsis,0.5367528294658395,53.479166666666664,33,97,0.0,0.125
1508159,Uruará,additive,0.6072455322455322,38.625,14,63,0.0,0.4166666666666667
1508159,Uruará,promethee_ii,0.6421214903983011,46.770833333333336,21,84,0.0,0.25
1508159,Uruará,topsis,0.5315388090435346,51.104166666666664,21,87,0.0,0.22916666666666666
1508209,Vigia,additive,0.45998975771703043,84.83333333333333,62,111,0.0,0.0
1508209,Vigia,promethee_ii,0.43220137482670357,92.77083333333333,65,124,0.0,0.0
1508209,Vigia,topsis,0.42552168563520404,90.66666666666667,70,124,0.0,0.0
1508308,Viseu,additive,0.518998505655809,66.91666666666667,37,96,0.0,0.0
1508308,Viseu,promethee_ii,0.3992139937394887,98.85416666666667,56,124,0.0,0.0
1508308,Viseu,topsis,0.4492031760267489,83.66666666666667,44,114,0.0,0.0
1508357,Vitória do Xingu,additive,0.449022274022274,86.04166666666667,66,115,0.0,0.0
1508357,Vitória do Xingu,promethee_ii,0.47528311436089826,81.79166666666667,58,119,0.0,0.0
1508357,Vitória do Xingu,topsis,0.4557502942703758,76.45833333333333,52,116,0.0,0.0
1508407,Xinguara,additive,0.21007954800089632,134.77083333333334,130,138,0.0,0.0
1508407,Xinguara,promethee_ii,0.11095743492317535,136.41666666666666,133,139,0.0,0.0
1508407,Xinguara,topsis,0.18013642249169629,136.54166666666666,130,140,0.0,0.0
