municipality_code,municipality,equal_modes__equal_roles__score,equal_modes__equal_roles__rank,equal_modes__availability_emphasis__score,equal_modes__availability_emphasis__rank,equal_modes__proximity_emphasis__score,equal_modes__proximity_emphasis__rank,road_emphasis__equal_roles__score,road_emphasis__equal_roles__rank,road_emphasis__availability_emphasis__score,road_emphasis__availability_emphasis__rank,road_emphasis__proximity_emphasis__score,road_emphasis__proximity_emphasis__rank,water_emphasis__equal_roles__score,water_emphasis__equal_roles__rank,water_emphasis__availability_emphasis__score,water_emphasis__availability_emphasis__rank,water_emphasis__proximity_emphasis__score,water_emphasis__proximity_emphasis__rank,air_emphasis__equal_roles__score,air_emphasis__equal_roles__rank,air_emphasis__availability_emphasis__score,air_emphasis__availability_emphasis__rank,air_emphasis__proximity_emphasis__score,air_emphasis__proximity_emphasis__rank,mean_rank,minimum_rank,maximum_rank,rank_range,mean_score,score_range
1501501,Benevides,0.8717948717948717,1,0.8681688681688682,1,0.8754208754208752,1,0.8924825174825175,1,0.8865578865578865,1,0.8984071484071483,1,0.8234265734265734,1,0.8197358197358197,1,0.8271173271173271,1,0.8994755244755245,1,0.8982128982128982,1,0.9007381507381507,1,1.0,1,1,0,0.8717948717948718,0.08100233100233101
1501576,Bom Jesus do Tocantins,0.3123543123543123,126,0.2432012432012432,133,0.3815073815073815,110,0.31905594405594406,120,0.26515151515151514,132,0.37296037296037293,107,0.3155594405594405,128,0.23659673659673655,137,0.39452214452214446,106,0.30244755244755245,122,0.22785547785547783,128,0.377039627039627,108,121.41666666666667,106,137,31,0.3123543123543124,0.16666666666666663
1501600,Bonito,0.5827505827505828,33,0.5234395234395234,48,0.642061642061642,17,0.6512237762237763,16,0.6087801087801087,25,0.6936674436674436,13,0.576048951048951,28,0.513014763014763,45,0.6390831390831391,15,0.5209790209790209,57,0.4485236985236985,76,0.5934343434343434,38,34.25,13,76,63,0.5827505827505827,0.2451437451437451
1501709,Bragança,0.4809634809634809,69,0.4307174307174307,85,0.5312095312095311,55,0.5565268065268065,46,0.5083527583527583,64,0.6047008547008547,38,0.48805361305361306,56,0.43570318570318567,74,0.5404040404040403,43,0.3983100233100233,96,0.3480963480963481,99,0.4485236985236985,83,67.33333333333333,38,99,61,0.480963480963481,0.25660450660450657
1501725,Brasil Novo,0.3578088578088578,115,0.275058275058275,127,0.4405594405594405,93,0.38986013986013984,105,0.3146853146853147,124,0.465034965034965,88,0.3339160839160839,121,0.24999999999999997,135,0.41783216783216776,96,0.3496503496503497,112,0.26048951048951047,123,0.4388111888111888,87,110.5,87,135,48,0.3578088578088578,0.21503496503496503
1501758,Brejo Grande do Araguaia,0.3927738927738927,106,0.3216783216783216,122,0.4638694638694638,86,0.458041958041958,85,0.3951048951048951,107,0.5209790209790209,64,0.3688811188811189,107,0.2907925407925408,129,0.44696969696969696,83,0.3513986013986014,110,0.2791375291375291,119,0.4236596736596736,92,100.83333333333333,64,129,65,0.3927738927738927,0.24184149184149184
1501782,Breu Branco,0.4941724941724941,66,0.441077441077441,81,0.5472675472675472,46,0.5515734265734266,51,0.5073815073815073,65,0.5957653457653457,42,0.4895104895104895,54,0.4378399378399378,73,0.5411810411810412,42,0.4414335664335664,82,0.37801087801087796,90,0.5048562548562547,65,63.083333333333336,42,90,48,0.4941724941724941,0.21775446775446772
1501808,Breves,0.4079254079254079,100,0.4649054649054648,67,0.35094535094535084,116,0.32954545454545453,118,0.3702408702408702,110,0.2888500388500388,120,0.4431818181818182,77,0.4957264957264957,54,0.3906371406371406,108,0.45104895104895104,80,0.5287490287490286,62,0.3733488733488733,109,93.41666666666667,54,120,66,0.4079254079254078,0.23989898989898983
1501907,Bujaru,0.5066045066045066,56,0.48717948717948717,62,0.526029526029526,59,0.5521561771561772,50,0.5367132867132867,48,0.5675990675990676,47,0.5544871794871795,35,0.5372960372960373,38,0.5716783216783217,33,0.4131701631701632,90,0.38752913752913754,88,0.4388111888111888,87,57.75,33,90,57,0.5066045066045065,0.18414918414918413
1501956,Cachoeira do Piriá,0.40792540792540793,99,0.3996373996373996,101,0.4162134162134162,96,0.430944055944056,94,0.42327117327117325,97,0.43861693861693857,93,0.46590909090909094,63,0.4619269619269619,64,0.4698912198912199,77,0.326923076923077,118,0.3137140637140637,110,0.3401320901320901,116,94.0,63,118,55,0.40792540792540793,0.15617715617715622
1502004,Cachoeira do Arari,0.5011655011655012,59,0.5063455063455062,57,0.4959854959854959,72,0.4318181818181818,93,0.4351204351204351,94,0.42851592851592846,97,0.48251748251748255,57,0.4786324786324786,60,0.4864024864024864,71,0.5891608391608392,41,0.6052836052836053,48,0.5730380730380731,42,65.91666666666667,41,97,56,0.5011655011655012,0.1767676767676768
1502103,Cametá,0.6868686868686869,10,0.6889406889406888,10,0.6847966847966848,11,0.662004662004662,13,0.6489898989898989,14,0.675019425019425,16,0.6858974358974359,7,0.686091686091686,4,0.6857031857031857,7,0.7127039627039627,14,0.7317404817404817,14,0.6936674436674436,19,11.583333333333334,4,19,15,0.6868686868686869,0.08275058275058278
1502152,Canaã dos Carajás,0.4257964257964258,94,0.44703444703444695,74,0.4045584045584045,103,0.42162004662004665,97,0.44250194250194247,89,0.4007381507381508,103,0.36159673659673663,113,0.3634421134421134,102,0.35975135975135974,116,0.4941724941724942,64,0.5351592851592851,60,0.45318570318570317,80,91.25,60,116,56,0.42579642579642574,0.17540792540792538
1502202,Capanema,0.7389277389277389,6,0.7094017094017093,7,0.7684537684537684,5,0.7954545454545454,2,0.7721445221445221,3,0.8187645687645688,2,0.6293706293706294,15,0.5821678321678321,27,0.6765734265734266,8,0.7919580419580419,6,0.7738927738927739,8,0.8100233100233101,6,7.916666666666667,2,27,25,0.7389277389277389,0.23659673659673675
1502301,Capitão Poço,0.618104118104118,21,0.6094276094276094,24,0.6267806267806266,21,0.662004662004662,13,0.654040404040404,12,0.6699689199689199,17,0.5337995337995338,40,0.5038850038850038,47,0.5637140637140636,35,0.6585081585081585,23,0.6703574203574203,27,0.6466588966588966,24,25.333333333333332,12,47,35,0.618104118104118,0.1664724164724165
1502400,Castanhal,0.7206682206682207,7,0.7003367003367003,9,0.740999740999741,7,0.7564102564102564,6,0.7507770007770007,5,0.7620435120435121,7,0.6159673659673659,21,0.5755633255633256,29,0.6563714063714063,12,0.7896270396270396,7,0.7746697746697746,7,0.8045843045843046,7,10.333333333333334,5,29,24,0.7206682206682208,0.22902097902097907
