municipality_code,municipality,equal_modes__equal_roles__score,equal_modes__equal_roles__rank,equal_modes__availability_emphasis__score,equal_modes__availability_emphasis__rank,equal_modes__proximity_emphasis__score,equal_modes__proximity_emphasis__rank,road_emphasis__equal_roles__score,road_emphasis__equal_roles__rank,road_emphasis__availability_emphasis__score,road_emphasis__availability_emphasis__rank,road_emphasis__proximity_emphasis__score,road_emphasis__proximity_emphasis__rank,water_emphasis__equal_roles__score,water_emphasis__equal_roles__rank,water_emphasis__availability_emphasis__score,water_emphasis__availability_emphasis__rank,water_emphasis__proximity_emphasis__score,water_emphasis__proximity_emphasis__rank,air_emphasis__equal_roles__score,air_emphasis__equal_roles__rank,air_emphasis__availability_emphasis__score,air_emphasis__availability_emphasis__rank,air_emphasis__proximity_emphasis__score,air_emphasis__proximity_emphasis__rank,mean_rank,minimum_rank,maximum_rank,rank_range,mean_score,score_range
1500859,Anapu,0.4296814296814297,93,0.4926184926184926,61,0.3667443667443667,115,0.3650932400932401,111,0.4137529137529138,101,0.31643356643356646,118,0.4600815850815851,69,0.5168997668997669,43,0.40326340326340326,101,0.4638694638694639,72,0.5472027972027972,57,0.38053613053613056,105,87.16666666666667,43,118,75,0.4296814296814297,0.23076923076923073
1500909,Augusto Corrêa,0.37606837606837606,107,0.3693343693343693,109,0.38280238280238277,107,0.43414918414918413,92,0.43958818958818957,90,0.4287101787101787,96,0.40501165501165504,95,0.38675213675213677,88,0.42327117327117325,91,0.289044289044289,123,0.2816627816627817,118,0.2964257964257964,126,103.5,88,126,38,0.37606837606837606,0.15792540792540788
1500958,Aurora do Pará,0.7156177156177156,8,0.7246827246827245,6,0.7065527065527064,8,0.7220279720279721,8,0.7416472416472416,6,0.7024087024087025,9,0.6529720279720279,8,0.6487956487956488,11,0.657148407148407,11,0.7718531468531469,8,0.7836052836052836,6,0.76010101010101,8,8.083333333333334,6,11,5,0.7156177156177157,0.13480963480963482
1501006,Aveiro,0.3088578088578089,128,0.297073297073297,124,0.3206423206423206,122,0.27534965034965037,131,0.2647630147630148,133,0.28593628593628595,121,0.3924825174825175,99,0.38558663558663553,89,0.39937839937839936,105,0.25874125874125875,130,0.24087024087024084,126,0.2766122766122766,129,119.75,89,133,44,0.30885780885780884,0.15850815850815853
1501105,Bagre,0.2086247086247086,140,0.18777518777518776,141,0.22947422947422944,136,0.1914335664335664,137,0.17288267288267284,140,0.20998445998445997,134,0.24825174825174823,139,0.22979797979797975,139,0.2667055167055167,136,0.18618881118881117,139,0.16064491064491063,140,0.21173271173271171,136,138.08333333333334,134,141,7,0.2086247086247086,0.10606060606060605
1501204,Baião,0.3123543123543124,125,0.2965552965552965,125,0.3281533281533281,119,0.3295454545454546,117,0.3243978243978244,118,0.3346930846930847,114,0.33916083916083917,120,0.32012432012432007,120,0.35819735819735815,117,0.26835664335664333,128,0.24514374514374512,124,0.2915695415695415,128,121.25,114,128,14,0.3123543123543124,0.11305361305361303
1501253,Bannach,0.5174825174825175,48,0.5268065268065267,47,0.508158508158508,67,0.5148601398601398,68,0.5326340326340326,51,0.497086247086247,78,0.4195804195804196,90,0.41608391608391604,78,0.423076923076923,92,0.618006993006993,36,0.6317016317016316,38,0.6043123543123542,36,60.75,36,92,56,0.5174825174825175,0.2156177156177156
1501303,Barcarena,0.6048951048951049,24,0.5495985495985495,41,0.6601916601916601,15,0.6433566433566433,19,0.5928515928515927,28,0.6938616938616938,12,0.625,17,0.5819735819735818,28,0.668026418026418,9,0.5463286713286714,53,0.4739704739704739,69,0.6186868686868686,30,28.75,9,69,60,0.6048951048951049,0.2198912198912199
1501402,Belém,0.6857031857031857,11,0.6796166796166796,12,0.6917896917896917,10,0.6121794871794872,27,0.6029526029526029,26,0.6214063714063713,31,0.6885198135198135,6,0.6814296814296814,5,0.6956099456099456,6,0.7564102564102564,9,0.7544677544677545,11,0.7583527583527583,9,13.583333333333334,5,31,26,0.6857031857031858,0.1554001554001554
1501451,Belterra,0.5567210567210567,40,0.5799015799015799,30,0.5335405335405334,53,0.5888694638694638,31,0.5945998445998446,27,0.5831390831390831,45,0.5256410256410257,42,0.5347707847707848,39,0.5165112665112666,53,0.5556526806526807,51,0.6103341103341103,46,0.500971250971251,68,43.75,27,68,41,0.5567210567210567,0.10936285936285939
