municipality_code,municipality,road_density_km_per_1000_km2__access,distance_to_mapped_road_km__access,port_presence__access,distance_to_port_km__access,passenger_crossing_presence__access,distance_to_passenger_crossing_km__access,navigated_waterway_presence__access,distance_to_navigated_waterway_km__access,decea_airport_presence__access,distance_to_decea_airport_km__access,component_road,component_port,component_passenger_crossing,component_navigated_waterway,component_air,mode_road,mode_water,mode_air,multimodal_access_baseline,multimodal_access_rank
1505304,Oriximiná,0.09090909090909091,0.06293706293706292,1.0,0.013986013986013957,0.0,0.0,1.0,0.1048951048951049,1.0,0.0,0.07692307692307691,0.506993006993007,0.0,0.5524475524475525,0.5,0.07692307692307691,0.3531468531468532,0.5,0.31002331002331,127
1505403,Ourém,0.7902097902097902,0.7832167832167832,0.0,0.6923076923076923,0.0,0.7202797202797202,0.0,0.6013986013986015,0.0,0.7272727272727273,0.7867132867132867,0.34615384615384615,0.3601398601398601,0.30069930069930073,0.36363636363636365,0.7867132867132867,0.3356643356643357,0.36363636363636365,0.4953379953379953,63
1505437,Ourilândia do Norte,0.17482517482517482,0.13286713286713292,0.0,0.1748251748251748,0.0,0.23076923076923073,0.0,0.04195804195804198,1.0,0.5874125874125874,0.15384615384615385,0.0874125874125874,0.11538461538461536,0.02097902097902099,0.7937062937062938,0.15384615384615385,0.07459207459207458,0.7937062937062938,0.3407148407148407,120
1505486,Pacajá,0.2517482517482518,0.35664335664335667,0.0,0.15384615384615385,0.0,0.6363636363636364,0.0,0.29370629370629375,1.0,0.7902097902097902,0.3041958041958042,0.07692307692307693,0.3181818181818182,0.14685314685314688,0.8951048951048951,0.3041958041958042,0.18065268065268067,0.8951048951048951,0.45998445998446,80
1505494,Palestina do Pará,0.5034965034965035,0.5454545454545454,0.0,0.4825174825174825,1.0,0.9790209790209791,0.0,0.2727272727272727,1.0,0.5384615384615384,0.5244755244755245,0.24125874125874125,0.9895104895104896,0.13636363636363635,0.7692307692307692,0.5244755244755245,0.4557109557109557,0.7692307692307692,0.5831390831390831,32
1505502,Paragominas,0.6083916083916084,0.6643356643356644,1.0,0.4195804195804196,0.0,0.6013986013986015,0.0,0.18881118881118886,1.0,0.9790209790209791,0.6363636363636365,0.7097902097902098,0.30069930069930073,0.09440559440559443,0.9895104895104896,0.6363636363636365,0.36829836829836826,0.9895104895104896,0.6647241647241647,13
1505536,Parauapebas,0.34265734265734266,0.18181818181818177,0.0,0.04895104895104896,0.0,0.5104895104895104,0.0,0.1748251748251748,1.0,0.2027972027972028,0.2622377622377622,0.02447552447552448,0.2552447552447552,0.0874125874125874,0.6013986013986015,0.2622377622377622,0.12237762237762236,0.6013986013986015,0.32867132867132864,121
1505551,Pau D'Arco,0.8041958041958042,0.6293706293706294,0.0,0.2097902097902098,0.0,0.8111888111888113,0.0,0.08391608391608396,0.0,0.5944055944055944,0.7167832167832168,0.1048951048951049,0.4055944055944056,0.04195804195804198,0.2972027972027972,0.7167832167832168,0.18414918414918416,0.2972027972027972,0.39937839937839936,105
1505601,Peixe-Boi,0.8741258741258742,0.5104895104895104,0.0,0.6293706293706294,0.0,0.6713286713286714,0.0,0.4825174825174825,0.0,0.8181818181818181,0.6923076923076923,0.3146853146853147,0.3356643356643357,0.24125874125874125,0.40909090909090906,0.6923076923076923,0.29720279720279724,0.40909090909090906,0.4662004662004662,76
1505635,Piçarra,0.6293706293706294,0.4895104895104895,0.0,0.3846153846153846,1.0,0.9440559440559441,0.0,0.21678321678321677,1.0,0.958041958041958,0.5594405594405594,0.1923076923076923,0.9720279720279721,0.10839160839160839,0.979020979020979,0.5594405594405594,0.42424242424242425,0.979020979020979,0.6542346542346541,14
1505650,Placas,0.3776223776223776,0.49650349650349646,0.0,0.18181818181818177,0.0,0.4755244755244755,0.0,0.28671328671328666,1.0,0.6643356643356644,0.43706293706293703,0.09090909090909088,0.23776223776223776,0.14335664335664333,0.8321678321678322,0.43706293706293703,0.15734265734265732,0.8321678321678322,0.47552447552447547,72
1505700,Ponta de Pedras,0.11888111888111888,0.2097902097902098,1.0,0.8181818181818181,0.0,0.05594405594405594,1.0,0.8881118881118881,1.0,0.6153846153846154,0.16433566433566432,0.9090909090909091,0.02797202797202797,0.9440559440559441,0.8076923076923077,0.16433566433566432,0.6270396270396271,0.8076923076923077,0.533022533022533,45
1505809,Portel,0.14685314685314685,0.1398601398601399,1.0,0.29370629370629375,0.0,0.7692307692307692,1.0,0.4195804195804196,1.0,0.5734265734265734,0.1433566433566434,0.6468531468531469,0.3846153846153846,0.7097902097902098,0.7867132867132867,0.1433566433566434,0.5804195804195804,0.7867132867132867,0.5034965034965034,58
1505908,Porto de Moz,0.06293706293706294,0.07692307692307687,1.0,0.3426573426573427,0.0,0.5944055944055944,1.0,0.6083916083916083,1.0,0.6433566433566433,0.06993006993006991,0.6713286713286714,0.2972027972027972,0.8041958041958042,0.8216783216783217,0.06993006993006991,0.5909090909090909,0.8216783216783217,0.49417249417249415,65
1506005,Prainha,0.22377622377622378,0.21678321678321677,1.0,0.8601398601398601,0.0,0.5454545454545454,1.0,0.9300699300699301,1.0,0.7972027972027972,0.22027972027972026,0.93006993006993,0.2727272727272727,0.965034965034965,0.8986013986013985,0.22027972027972026,0.7226107226107225,0.8986013986013985,0.6138306138306138,22
1506104,Primavera,0.9300699300699301,0.7202797202797202,0.0,0.8951048951048951,0.0,0.6993006993006994,0.0,0.39860139860139865,0.0,0.43356643356643354,0.8251748251748252,0.44755244755244755,0.3496503496503497,0.19930069930069932,0.21678321678321677,0.8251748251748252,0.33216783216783224,0.21678321678321677,0.4580419580419581,81
1506112,Quatipuru,0.6223776223776224,0.6083916083916083,1.0,0.965034965034965,0.0,0.7482517482517482,0.0,0.3076923076923077,0.0,0.3426573426573427,0.6153846153846154,0.9825174825174825,0.3741258741258741,0.15384615384615385,0.17132867132867136,0.6153846153846154,0.5034965034965034,0.17132867132867136,0.43006993006993005,92
1506138,Redenção,0.5944055944055944,0.6573426573426573,0.0,0.14685314685314688,0.0,0.7412587412587412,0.0,0.04895104895104896,1.0,0.8251748251748252,0.6258741258741258,0.07342657342657344,0.3706293706293706,0.02447552447552448,0.9125874125874126,0.6258741258741258,0.1561771561771562,0.9125874125874126,0.5648795648795648,37
1506161,Rio Maria,0.7132867132867133,0.5804195804195804,0.0,0.23776223776223782,0.0,0.8321678321678322,0.0,0.09790209790209792,1.0,0.972027972027972,0.6468531468531469,0.11888111888111891,0.4160839160839161,0.04895104895104896,0.986013986013986,0.6468531468531469,0.19463869463869465,0.986013986013986,0.6091686091686092,23
1506187,Rondon do Pará,0.4965034965034965,0.39160839160839156,0.0,0.16083916083916083,0.0,0.7902097902097902,0.0,0.2797202797202797,1.0,0.22377622377622375,0.44405594405594406,0.08041958041958042,0.3951048951048951,0.13986013986013984,0.6118881118881119,0.44405594405594406,0.20512820512820515,0.6118881118881119,0.4203574203574203,95
1506195,Rurópolis,0.2937062937062937,0.3356643356643356,1.0,0.4475524475524476,0.0,0.8601398601398601,0.0,0.6433566433566433,1.0,0.9440559440559441,0.3146853146853147,0.7237762237762237,0.43006993006993005,0.32167832167832167,0.9720279720279721,0.3146853146853147,0.4918414918414918,0.9720279720279721,0.5928515928515928,28
1506203,Salinópolis,0.9230769230769231,0.7132867132867133,1.0,0.8881118881118881,0.0,0.5874125874125874,0.0,0.3356643356643356,1.0,1.0,0.8181818181818182,0.9440559440559441,0.2937062937062937,0.1678321678321678,1.0,0.8181818181818182,0.4685314685314685,1.0,0.7622377622377622,4
1506302,Salvaterra,0.48951048951048953,0.7412587412587412,1.0,0.8461538461538461,0.0,0.1398601398601399,1.0,0.8671328671328671,0.0,0.7762237762237763,0.6153846153846154,0.9230769230769231,0.06993006993006995,0.9335664335664335,0.3881118881118881,0.6153846153846154,0.6421911421911423,0.3881118881118881,0.5485625485625486,42
1506351,Santa Bárbara do Pará,0.6643356643356644,0.951048951048951,1.0,0.9230769230769231,0.0,0.23776223776223782,0.0,0.7272727272727273,1.0,0.986013986013986,0.8076923076923077,0.9615384615384616,0.11888111888111891,0.36363636363636365,0.993006993006993,0.8076923076923077,0.4813519813519814,0.993006993006993,0.7606837606837606,5
1506401,Santa Cruz do Arari,0.024475524475524476,0.08391608391608396,0.0,0.3076923076923077,0.0,0.034965034965035,0.0,0.46853146853146854,0.0,0.1398601398601399,0.05419580419580422,0.15384615384615385,0.0174825174825175,0.23426573426573427,0.06993006993006995,0.05419580419580422,0.1351981351981352,0.06993006993006995,0.08644133644133645,144
1506500,Santa Izabel do Pará,0.7832167832167832,0.6713286713286714,0.0,0.8041958041958042,0.0,0.3146853146853147,1.0,0.8531468531468531,1.0,0.7482517482517482,0.7272727272727273,0.4020979020979021,0.15734265734265734,0.9265734265734266,0.8741258741258742,0.7272727272727273,0.4953379953379953,0.8741258741258742,0.6989121989121989,9
1506559,Santa Luzia do Pará,0.5524475524475524,0.32167832167832167,0.0,0.3496503496503497,0.0,0.8461538461538461,0.0,0.46153846153846156,1.0,0.8111888111888113,0.43706293706293703,0.17482517482517484,0.4230769230769231,0.23076923076923078,0.9055944055944056,0.43706293706293703,0.27622377622377625,0.9055944055944056,0.5396270396270396,44
1506583,Santa Maria das Barreiras,0.43356643356643354,0.6013986013986015,1.0,0.2447552447552448,1.0,0.8391608391608392,0.0,0.027972027972028024,1.0,0.951048951048951,0.5174825174825175,0.6223776223776224,0.9195804195804196,0.013986013986014012,0.9755244755244755,0.5174825174825175,0.5186480186480187,0.9755244755244755,0.6705516705516705,12
1506609,Santa Maria do Pará,0.993006993006993,0.8601398601398601,0.0,0.6223776223776224,0.0,0.5384615384615384,0.0,0.7412587412587412,0.0,0.3356643356643356,0.9265734265734266,0.3111888111888112,0.2692307692307692,0.3706293706293706,0.1678321678321678,0.9265734265734266,0.317016317016317,0.1678321678321678,0.47047397047397044,74
1506708,Santana do Araguaia,0.4195804195804196,0.3846153846153846,0.0,0.32167832167832167,1.0,0.8881118881118881,0.0,0.0,1.0,0.8461538461538461,0.4020979020979021,0.16083916083916083,0.9440559440559441,0.0,0.9230769230769231,0.4020979020979021,0.3682983682983683,0.9230769230769231,0.5644910644910646,38
1506807,Santarém,0.3076923076923077,0.14685314685314688,1.0,0.22377622377622375,0.0,0.43356643356643354,1.0,0.5804195804195804,1.0,0.11188811188811187,0.2272727272727273,0.6118881118881119,0.21678321678321677,0.7902097902097902,0.5559440559440559,0.2272727272727273,0.5396270396270396,0.5559440559440559,0.44094794094794093,90
1506906,Santarém Novo,0.9020979020979021,0.8811188811188811,1.0,0.9370629370629371,0.0,0.6293706293706294,0.0,0.4125874125874126,0.0,0.6363636363636364,0.8916083916083917,0.9685314685314685,0.3146853146853147,0.2062937062937063,0.3181818181818182,0.8916083916083917,0.4965034965034965,0.3181818181818182,0.5687645687645687,36
1507003,Santo Antônio do Tauá,0.8391608391608392,0.986013986013986,1.0,0.9090909090909091,0.0,0.26573426573426573,0.0,0.6643356643356644,0.0,0.8531468531468531,0.9125874125874126,0.9545454545454546,0.13286713286713286,0.3321678321678322,0.42657342657342656,0.9125874125874126,0.4731934731934732,0.42657342657342656,0.6041181041181041,25
1507102,São Caetano de Odivelas,0.8531468531468531,0.965034965034965,0.0,0.6573426573426573,0.0,0.29370629370629375,0.0,0.6993006993006994,0.0,0.5034965034965035,0.9090909090909091,0.32867132867132864,0.14685314685314688,0.3496503496503497,0.2517482517482518,0.9090909090909091,0.27505827505827507,0.2517482517482518,0.47863247863247854,71
1507151,São Domingos do Araguaia,0.3916083916083916,0.4125874125874126,0.0,0.5034965034965035,0.0,0.958041958041958,0.0,0.4895104895104895,0.0,0.42657342657342656,0.4020979020979021,0.2517482517482518,0.479020979020979,0.24475524475524474,0.21328671328671328,0.4020979020979021,0.3251748251748252,0.21328671328671328,0.3135198135198135,123
1507201,São Domingos do Capim,0.8671328671328671,0.4055944055944056,1.0,0.8811188811188811,0.0,0.5734265734265734,1.0,0.916083916083916,0.0,0.3146853146853147,0.6363636363636364,0.9405594405594406,0.2867132867132867,0.958041958041958,0.15734265734265734,0.6363636363636364,0.7284382284382285,0.15734265734265734,0.5073815073815073,54
1507300,São Félix do Xingu,0.20279720279720279,0.18881118881118886,1.0,0.1678321678321678,0.0,0.04195804195804198,0.0,0.006993006993006978,1.0,0.6923076923076923,0.19580419580419584,0.583916083916084,0.02097902097902099,0.003496503496503489,0.8461538461538461,0.19580419580419584,0.20279720279720284,0.8461538461538461,0.41491841491841497,96
1507409,São Francisco do Pará,1.0,0.9020979020979021,0.0,0.46853146853146854,0.0,0.46153846153846156,0.0,0.6223776223776224,0.0,0.6223776223776224,0.951048951048951,0.23426573426573427,0.23076923076923078,0.3111888111888112,0.3111888111888112,0.951048951048951,0.25874125874125875,0.3111888111888112,0.506993006993007,55
1507458,São Geraldo do Araguaia,0.5664335664335665,0.2727272727272727,0.0,0.5244755244755245,1.0,0.951048951048951,0.0,0.30069930069930073,0.0,0.36363636363636365,0.4195804195804196,0.26223776223776224,0.9755244755244755,0.15034965034965037,0.18181818181818182,0.4195804195804196,0.4627039627039627,0.18181818181818182,0.35470085470085466,117
1507466,São João da Ponta,0.7202797202797203,0.5524475524475525,0.0,0.7272727272727273,0.0,0.35664335664335667,0.0,0.6293706293706294,0.0,0.35664335664335667,0.6363636363636365,0.36363636363636365,0.17832167832167833,0.3146853146853147,0.17832167832167833,0.6363636363636365,0.28554778554778554,0.17832167832167833,0.3667443667443668,112
1507474,São João de Pirabas,0.7622377622377622,0.7902097902097902,0.0,0.7062937062937062,0.0,0.6643356643356644,0.0,0.32167832167832167,0.0,0.8041958041958042,0.7762237762237763,0.3531468531468531,0.3321678321678322,0.16083916083916083,0.4020979020979021,0.7762237762237763,0.28205128205128205,0.4020979020979021,0.48679098679098676,68
1507508,São João do Araguaia,0.32167832167832167,0.2797202797202797,1.0,0.8251748251748252,1.0,1.0,0.0,0.5454545454545454,1.0,0.5524475524475525,0.3006993006993007,0.9125874125874126,1.0,0.2727272727272727,0.7762237762237763,0.3006993006993007,0.7284382284382284,0.7762237762237763,0.6017871017871017,26
1507607,São Miguel do Guamá,0.9370629370629371,0.958041958041958,1.0,0.7972027972027972,0.0,0.5524475524475525,1.0,0.972027972027972,0.0,0.18881118881118886,0.9475524475524475,0.8986013986013985,0.27622377622377625,0.986013986013986,0.09440559440559443,0.9475524475524475,0.7202797202797203,0.09440559440559443,0.5874125874125874,31
1507706,São Sebastião da Boa Vista,0.024475524475524476,0.09090909090909094,1.0,0.5594405594405594,0.0,0.08391608391608396,1.0,0.6713286713286714,0.0,0.013986013986013957,0.05769230769230771,0.7797202797202797,0.04195804195804198,0.8356643356643356,0.006993006993006978,0.05769230769230771,0.5524475524475524,0.006993006993006978,0.2057109557109557,141
1507755,Sapucaia,0.6993006993006993,0.7552447552447552,0.0,0.2517482517482518,0.0,0.9020979020979021,0.0,0.15384615384615385,1.0,0.8321678321678322,0.7272727272727273,0.1258741258741259,0.45104895104895104,0.07692307692307693,0.916083916083916,0.7272727272727273,0.21794871794871792,0.916083916083916,0.6204351204351204,20
1507805,Senador José Porfírio,0.11188811188811189,0.0699300699300699,1.0,0.09090909090909094,0.0,0.6503496503496504,1.0,0.22377622377622375,1.0,0.0699300699300699,0.09090909090909088,0.5454545454545454,0.3251748251748252,0.6118881118881119,0.534965034965035,0.09090909090909088,0.49417249417249415,0.534965034965035,0.37334887334887334,111
1507904,Soure,0.0979020979020979,0.1678321678321678,1.0,0.5314685314685315,0.0,0.07692307692307687,1.0,0.6573426573426573,1.0,0.6853146853146853,0.13286713286713286,0.7657342657342657,0.038461538461538436,0.8286713286713286,0.8426573426573427,0.13286713286713286,0.5442890442890443,0.8426573426573427,0.5066045066045066,56
1507953,Tailândia,0.42657342657342656,0.5944055944055944,0.0,0.4055944055944056,0.0,0.15384615384615385,0.0,0.5594405594405594,1.0,0.7692307692307692,0.5104895104895104,0.2027972027972028,0.07692307692307693,0.2797202797202797,0.8846153846153846,0.5104895104895104,0.18648018648018647,0.8846153846153846,0.5271950271950271,46
1507961,Terra Alta,0.986013986013986,0.8461538461538461,0.0,0.5734265734265734,0.0,0.39860139860139865,0.0,0.5104895104895104,0.0,0.46853146853146854,0.916083916083916,0.2867132867132867,0.19930069930069932,0.2552447552447552,0.23426573426573427,0.916083916083916,0.24708624708624707,0.23426573426573427,0.4658119658119658,77
1507979,Terra Santa,0.2097902097902098,0.6363636363636364,1.0,0.7342657342657343,0.0,0.16083916083916083,1.0,0.7482517482517482,1.0,0.7552447552447552,0.4230769230769231,0.8671328671328671,0.08041958041958042,0.8741258741258742,0.8776223776223776,0.4230769230769231,0.6072261072261073,0.8776223776223776,0.635975135975136,16
1508001,Tomé-Açu,0.6433566433566433,0.3146853146853147,0.0,0.36363636363636365,0.0,0.3496503496503497,0.0,0.5244755244755245,1.0,0.6783216783216783,0.479020979020979,0.18181818181818182,0.17482517482517484,0.26223776223776224,0.8391608391608392,0.479020979020979,0.20629370629370633,0.8391608391608392,0.508158508158508,53
1508035,Tracuateua,0.6923076923076923,1.0,0.0,0.7622377622377623,0.0,0.8041958041958042,0.0,0.36363636363636365,0.0,0.39160839160839156,0.8461538461538461,0.38111888111888115,0.4020979020979021,0.18181818181818182,0.19580419580419578,0.8461538461538461,0.32167832167832167,0.19580419580419578,0.4545454545454545,82
1508050,Trairão,0.3006993006993007,0.4405594405594405,1.0,0.5384615384615384,0.0,0.7972027972027972,0.0,0.4055944055944056,1.0,0.034965034965035,0.3706293706293706,0.7692307692307692,0.3986013986013986,0.2027972027972028,0.5174825174825175,0.3706293706293706,0.4568764568764568,0.5174825174825175,0.44832944832944827,86
1508084,Tucumã,0.8321678321678322,0.7272727272727273,0.0,0.30069930069930073,0.0,0.21678321678321677,0.0,0.06293706293706292,0.0,0.4895104895104895,0.7797202797202798,0.15034965034965037,0.10839160839160839,0.03146853146853146,0.24475524475524474,0.7797202797202798,0.09673659673659674,0.24475524475524474,0.3737373737373737,110
1508100,Tucuruí,0.34965034965034963,0.28671328671328666,1.0,0.7762237762237763,0.0,0.2727272727272727,1.0,0.8391608391608392,1.0,0.8741258741258742,0.3181818181818181,0.8881118881118881,0.13636363636363635,0.9195804195804196,0.9370629370629371,0.3181818181818181,0.6480186480186481,0.9370629370629371,0.6344211344211343,17
1508126,Ulianópolis,0.7272727272727273,0.32867132867132864,0.0,0.2027972027972028,0.0,0.49650349650349646,0.0,0.11888111888111885,1.0,0.9300699300699301,0.5279720279720279,0.1013986013986014,0.24825174825174823,0.059440559440559426,0.965034965034965,0.5279720279720279,0.13636363636363635,0.965034965034965,0.543123543123543,43
1508159,Uruará,0.3706293706293706,0.8041958041958042,0.0,0.05594405594405594,0.0,0.2447552447552448,0.0,0.2027972027972028,0.0,0.07692307692307687,0.5874125874125874,0.02797202797202797,0.1223776223776224,0.1013986013986014,0.038461538461538436,0.5874125874125874,0.08391608391608392,0.038461538461538436,0.23659673659673655,137
1508209,Vigia,0.972027972027972,0.8181818181818181,0.0,0.7482517482517482,0.0,0.2797202797202797,0.0,0.7132867132867133,0.0,0.7342657342657343,0.895104895104895,0.3741258741258741,0.13986013986013984,0.35664335664335667,0.36713286713286714,0.895104895104895,0.2902097902097902,0.36713286713286714,0.5174825174825174,49
1508308,Viseu,0.5314685314685315,0.5244755244755245,1.0,0.3776223776223776,1.0,0.8951048951048951,0.0,0.26573426573426573,1.0,0.3706293706293706,0.5279720279720279,0.6888111888111887,0.9475524475524475,0.13286713286713286,0.6853146853146853,0.5279720279720279,0.5897435897435898,0.6853146853146853,0.601010101010101,27
1508357,Vitória do Xingu,0.45454545454545453,0.26573426573426573,1.0,0.8111888111888113,1.0,0.986013986013986,1.0,0.9020979020979021,0.0,0.4475524475524476,0.3601398601398601,0.9055944055944056,0.993006993006993,0.951048951048951,0.2237762237762238,0.3601398601398601,0.94988344988345,0.2237762237762238,0.5112665112665112,52
1508407,Xinguara,0.7062937062937062,0.4545454545454546,0.0,0.25874125874125875,1.0,0.993006993006993,0.0,0.1678321678321678,1.0,0.8601398601398601,0.5804195804195804,0.12937062937062938,0.9965034965034965,0.0839160839160839,0.93006993006993,0.5804195804195804,0.40326340326340326,0.93006993006993,0.6379176379176379,15
