municipality_code,municipality,road_federal_km,road_state_km,road_other_km,road_paved_km,road_unpaved_km,road_total_km,road_mapped_presence,road_federal_presence,road_state_presence,municipality_area_km2,road_density_km_per_1000_km2,distance_to_mapped_road_km,port_count,port_presence,distance_to_port_km,decea_airport_count,decea_airport_presence,distance_to_decea_airport_km,passenger_crossing_km,passenger_crossing_presence,distance_to_passenger_crossing_km,navigated_waterway_km,navigated_waterway_presence,distance_to_navigated_waterway_km
1507508,São João do Araguaia,32.664541,0.0,61.033791,32.664541,42.773145,93.698332,1,1,0,1285.362477,72.896427,6.660453,1,1,15.395972,1,1,26.784499,0.463582,1,11.977509,0.0,0,53.041215
1507607,São Miguel do Guamá,20.043804,38.769184,353.787976,42.70348,250.160056,412.600965,1,1,1,1101.429648,374.60492,0.116563,5,1,16.417459,0,0,48.658342,0.0,0,153.485253,6.487582,1,6.999078
1507706,São Sebastião da Boa Vista,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1636.901103,0.0,56.725485,1,1,32.747338,0,0,88.192166,0.0,0,299.030943,22.248924,1,35.228747
1507755,Sapucaia,36.83369,1.359987,253.237926,50.25673,154.902734,291.431603,1,1,1,1302.071265,223.821546,0.9401,0,0,76.002872,4,1,13.052632,0.0,0,50.55806,0.0,0,170.075139
1507805,Senador José Porfírio,0.0,36.163155,100.250944,44.564454,69.934154,136.414099,1,0,1,14430.832952,9.452961,66.98744,3,1,134.454012,1,1,66.981844,0.0,0,131.983631,70.084818,1,127.830605
1507904,Soure,0.0,14.994424,2.192355,17.186778,0.0,17.186778,1,0,1,2869.672701,5.989107,29.128818,3,1,35.859648,2,1,21.9424,0.0,0,299.932664,2.415533,1,36.214875
1507953,Tailândia,0.0,96.882745,447.836966,393.302408,14.815266,544.719711,1,0,1,4449.259482,122.429297,1.582194,0,0,49.993565,6,1,17.5161,0.0,0,268.361626,0.0,0,50.281149
1507961,Terra Alta,0.0,18.232642,91.959555,13.07661,64.367675,110.192197,1,0,1,206.159162,534.500603,0.482522,0,0,32.244097,0,0,31.860505,0.0,0,192.224367,0.0,0,56.144479
1507979,Terra Santa,0.0,0.0,70.310805,0.0,22.712928,70.310805,1,0,0,1897.645081,37.05161,1.36269,4,1,19.124955,2,1,17.924996,0.0,0,268.026898,37.505654,1,26.376168
1508001,Tomé-Açu,0.0,160.05055,867.443032,561.626078,133.73641,1027.493582,1,0,1,5171.246389,198.693604,5.631498,0,0,57.846486,4,1,22.000683,0.0,0,208.425407,0.0,0,55.624988
1508035,Tracuateua,29.716318,0.019079,165.166693,29.716318,127.684865,194.90209,1,1,1,874.667407,222.829944,0.011616,0,0,17.904743,0,0,36.4839,0.0,0,88.42351,0.0,0,89.01561
1508050,Trairão,115.299364,0.0,701.882144,528.98018,115.299364,817.181508,1,1,0,11998.577104,68.106535,3.031806,1,1,35.619224,1,1,83.173982,0.0,0,90.170473,0.0,0,81.65889
1508084,Tucumã,0.0,55.701993,689.222647,266.463734,266.440876,744.92464,1,0,1,2515.186957,296.170683,1.034921,0,0,67.03339,0,0,30.72747,0.0,0,236.354811,0.0,0,293.436543
1508100,Tucuruí,64.587679,5.454925,102.482677,138.128436,3.656396,172.525281,1,1,1,2089.846312,82.554052,6.626699,1,1,16.711877,2,1,10.053829,0.0,0,223.166406,61.273897,1,16.400387
1508126,Ulianópolis,64.124047,86.101764,1076.752521,67.801187,813.782599,1226.978332,1,1,1,5121.393868,239.578983,4.462053,0,0,99.930643,3,1,8.054289,0.0,0,169.773695,0.0,0,205.259086
1508159,Uruará,109.677825,0.0,954.476893,220.599568,624.113954,1064.154718,1,1,0,10791.575108,98.609768,0.729919,0,0,162.016047,0,0,65.546414,0.0,0,232.228724,0.0,0,141.109069
1508209,Vigia,0.0,56.102304,134.878662,141.282415,20.316525,190.980966,1,0,1,403.723551,473.048861,0.674754,0,0,18.740129,0,0,19.118281,0.0,0,222.963951,0.0,0,28.532794
1508308,Viseu,94.689096,32.468827,600.377786,25.758902,585.085027,727.535709,1,1,1,5016.390739,145.031706,2.058369,2,1,54.025999,1,1,36.685216,2.738413,1,54.332122,0.0,0,113.176776
1508357,Vitória do Xingu,56.970566,32.590345,304.830919,209.457512,0.0,394.391829,1,1,1,3091.48749,127.573484,7.195035,4,1,15.662734,0,0,32.144686,0.112509,1,20.27867,1.600046,1,12.042159
1508407,Xinguara,69.567659,28.813161,764.473848,293.178435,299.838437,862.854668,1,1,1,3790.279419,227.649356,2.666246,0,0,73.519675,5,1,11.064891,0.664303,1,15.334724,0.0,0,165.988619
